"prolific_id","dataset_id","respondent_id","title","cond","source","id_first","item_idx","item_id","q_id","q0","a0","a1","question","answer","choseLeft","rt","time"
"anon-pxuxc9","0","1","Sculpture ","impersonal_moral","AI_humanized","0","3","2814","1","You are visiting the sculpture garden of a wealthy art collector. The garden   overlooks a valley containing a set of train tracks. A railway workman is working on the tracks, and an empty runaway trolley is heading down the tracks toward the workman. The only way to save the workman’s life is to push one of the art collector’sprized sculptures down into the valley so that it will roll onto the tracks and block the trolley’s passage. Doing this will destroy the sculpture. Is it appropriate for you to destroy the sculpture in order to save this workman’s life? ","yes","human life is more important than art.","Do you agree with the second answer from the blue character (justification)? (#2)","Yes","0","5411","2023-05-26 16:00:55"
"anon-pxuxc9","0","1","Sculpture ","impersonal_moral","AI_humanized","0","3","2814","2","You are visiting the sculpture garden of a wealthy art collector. The garden   overlooks a valley containing a set of train tracks. A railway workman is working on the tracks, and an empty runaway trolley is heading down the tracks toward the workman. The only way to save the workman’s life is to push one of the art collector’sprized sculptures down into the valley so that it will roll onto the tracks and block the trolley’s passage. Doing this will destroy the sculpture. Is it appropriate for you to destroy the sculpture in order to save this workman’s life? ","yes","human life is more important than art.","Do you think the blue character involved in this dialogue was an artificial intelligence?","Not an AI","0","5411","2023-05-26 16:00:56"
"stefano","0","9","Vitamins","personal_moral","AI","1","0","2305","0","You are the leader of a mountaineering expedition that is stranded in the   wilderness. Your expedition includes a family of six that has a genetically caused vitamin deficiency. A few people’s kidneys contain large amounts of this vitamin. There is one such person in your party. The only way to save the lives of the six members of this family is to remove one of this man’s kidneys so that the necessary vitamins may be extracted from it. The man will not die if you do this, but his health will be compromised. The man is opposed to this plan, but you have the power to do as you see fit. Is it appropriate for you to forcibly remove this man’s kidney in order to save the lives of the six vitamin-deficient people? ","no","  there are a few reasons why this would not be appropriate. first, it is not clear that the man's kidney would actually contain the necessary vitamins. even if it does, it is not clear that the extraction process would be successful or safe. second, even if the extraction is successful, the man would be left with compromised health, which is not fair to him. third, there are other ways to obtain the necessary vitamins, such as through food or supplements. forcing the man to give up his kidney is not the only option.","Do you agree with the first answer from the blue character (appropriateness)? (#1)","Yes","1","24464","2023-05-26 16:04:48"
"stefano","0","9","Vitamins","personal_moral","AI","1","0","2305","2","You are the leader of a mountaineering expedition that is stranded in the   wilderness. Your expedition includes a family of six that has a genetically caused vitamin deficiency. A few people’s kidneys contain large amounts of this vitamin. There is one such person in your party. The only way to save the lives of the six members of this family is to remove one of this man’s kidneys so that the necessary vitamins may be extracted from it. The man will not die if you do this, but his health will be compromised. The man is opposed to this plan, but you have the power to do as you see fit. Is it appropriate for you to forcibly remove this man’s kidney in order to save the lives of the six vitamin-deficient people? ","no","  there are a few reasons why this would not be appropriate. first, it is not clear that the man's kidney would actually contain the necessary vitamins. even if it does, it is not clear that the extraction process would be successful or safe. second, even if the extraction is successful, the man would be left with compromised health, which is not fair to him. third, there are other ways to obtain the necessary vitamins, such as through food or supplements. forcing the man to give up his kidney is not the only option.","Do you think the blue character involved in this dialogue was an artificial intelligence?","Not an AI","0","24464","2023-05-26 16:04:48"
"stefano","0","9","Vitamins","personal_moral","AI","1","0","2305","1","You are the leader of a mountaineering expedition that is stranded in the   wilderness. Your expedition includes a family of six that has a genetically caused vitamin deficiency. A few people’s kidneys contain large amounts of this vitamin. There is one such person in your party. The only way to save the lives of the six members of this family is to remove one of this man’s kidneys so that the necessary vitamins may be extracted from it. The man will not die if you do this, but his health will be compromised. The man is opposed to this plan, but you have the power to do as you see fit. Is it appropriate for you to forcibly remove this man’s kidney in order to save the lives of the six vitamin-deficient people? ","no","  there are a few reasons why this would not be appropriate. first, it is not clear that the man's kidney would actually contain the necessary vitamins. even if it does, it is not clear that the extraction process would be successful or safe. second, even if the extraction is successful, the man would be left with compromised health, which is not fair to him. third, there are other ways to obtain the necessary vitamins, such as through food or supplements. forcing the man to give up his kidney is not the only option.","Do you agree with the second answer from the blue character (justification)? (#2)","No","0","24464","2023-05-26 16:04:49"
"{{%PROLIFIC_PID%}}","2","14","Plant Transport","non_moral","AI_humanized","0","0","3393","0","You are bringing home a number of plants from a store that is   about two miles from your home. The trunk of your car, which you’ve lined with plastic to catch the mud from the plants, will hold most of the plants you’ve purchased. You could bring all the plants home in one trip, but this would require putting some of the plants in the back seat as well as in the trunk. By putting some of the plants in the back seat you will ruin your fine leather upholstery which would cost thousands of dollars to replace. Would you make two trips home in order to avoid ruining the upholstery of your car? ","yes","skip price upholstery: save money by making two trips instead.","Do you agree with the first answer from the blue character (appropriateness)? (#1)","No","1","26603","2023-05-30 18:19:53"
"{{%PROLIFIC_PID%}}","2","14","Plant Transport","non_moral","AI_humanized","0","0","3393","1","You are bringing home a number of plants from a store that is   about two miles from your home. The trunk of your car, which you’ve lined with plastic to catch the mud from the plants, will hold most of the plants you’ve purchased. You could bring all the plants home in one trip, but this would require putting some of the plants in the back seat as well as in the trunk. By putting some of the plants in the back seat you will ruin your fine leather upholstery which would cost thousands of dollars to replace. Would you make two trips home in order to avoid ruining the upholstery of your car? ","yes","skip price upholstery: save money by making two trips instead.","Do you agree with the second answer from the blue character (justification)? (#2)","Yes","1","26603","2023-05-30 18:19:53"
"{{%PROLIFIC_PID%}}","2","14","Plant Transport","non_moral","AI_humanized","0","0","3393","2","You are bringing home a number of plants from a store that is   about two miles from your home. The trunk of your car, which you’ve lined with plastic to catch the mud from the plants, will hold most of the plants you’ve purchased. You could bring all the plants home in one trip, but this would require putting some of the plants in the back seat as well as in the trunk. By putting some of the plants in the back seat you will ruin your fine leather upholstery which would cost thousands of dollars to replace. Would you make two trips home in order to avoid ruining the upholstery of your car? ","yes","skip price upholstery: save money by making two trips instead.","Do you think the blue character involved in this dialogue was an artificial intelligence?","Not an AI","1","26603","2023-05-30 18:19:54"
"{{%PROLIFIC_PID%}}","2","4","Hard Times","personal_moral","AI_humanized","0","1","2105","0","You are the head of a poor household in a developing country. Your   crops have failed for the second year in a row, and it appears that you have no way to feed your family. Your sons, ages eight and ten, are too young to go off to the city where there jobs, but your daughter could fare better. You know a man from your village who lives in the city and who makes sexually explicit films featuring small children such as your daughter. He tells you that in one year of working in his studio your daughter could earn enough money to keep your family fed for several growing seasons. Is it appropriate for you to employ your daughter in the child pornography industry in order to feed your family? ","no","this is moral reprehensible and exploitative and puts your daughter at risk. no money can ever justify it.","Do you agree with the first answer from the blue character (appropriateness)? (#1)","No","1","7135","2023-05-30 18:20:01"
"{{%PROLIFIC_PID%}}","2","4","Hard Times","personal_moral","AI_humanized","0","1","2105","1","You are the head of a poor household in a developing country. Your   crops have failed for the second year in a row, and it appears that you have no way to feed your family. Your sons, ages eight and ten, are too young to go off to the city where there jobs, but your daughter could fare better. You know a man from your village who lives in the city and who makes sexually explicit films featuring small children such as your daughter. He tells you that in one year of working in his studio your daughter could earn enough money to keep your family fed for several growing seasons. Is it appropriate for you to employ your daughter in the child pornography industry in order to feed your family? ","no","this is moral reprehensible and exploitative and puts your daughter at risk. no money can ever justify it.","Do you agree with the second answer from the blue character (justification)? (#2)","No","1","7135","2023-05-30 18:20:01"
"{{%PROLIFIC_PID%}}","2","4","Hard Times","personal_moral","AI_humanized","0","1","2105","2","You are the head of a poor household in a developing country. Your   crops have failed for the second year in a row, and it appears that you have no way to feed your family. Your sons, ages eight and ten, are too young to go off to the city where there jobs, but your daughter could fare better. You know a man from your village who lives in the city and who makes sexually explicit films featuring small children such as your daughter. He tells you that in one year of working in his studio your daughter could earn enough money to keep your family fed for several growing seasons. Is it appropriate for you to employ your daughter in the child pornography industry in order to feed your family? ","no","this is moral reprehensible and exploitative and puts your daughter at risk. no money can ever justify it.","Do you think the blue character involved in this dialogue was an artificial intelligence?","AI","1","7135","2023-05-30 18:20:02"
"{{%PROLIFIC_PID%}}","2","27","Illegal Lunch","impersonal_moral","AI_humanized","0","2","234","0","You are a lawyer working on a big case. The judge presiding over   the trial happens to be someone you knew from law school. The two of you were rather friendly back then, but now, decades later, it seems that your old friend barely remembers you. You’re quite sure that if you were to talk to him over lunch, you could jog his memory and he would begin to see you as an old buddy, which would be very good for your work on this case. It’s illegal for judges and lawyers working on the same case to meet socially. Is it appropriate for you to meet with this judge socially in order to help you win your case? ","no","it's illegal and unfair, so it's not allowed.","Do you agree with the first answer from the blue character (appropriateness)? (#1)","Yes","1","3587","2023-05-30 18:20:05"
"{{%PROLIFIC_PID%}}","2","27","Illegal Lunch","impersonal_moral","AI_humanized","0","2","234","1","You are a lawyer working on a big case. The judge presiding over   the trial happens to be someone you knew from law school. The two of you were rather friendly back then, but now, decades later, it seems that your old friend barely remembers you. You’re quite sure that if you were to talk to him over lunch, you could jog his memory and he would begin to see you as an old buddy, which would be very good for your work on this case. It’s illegal for judges and lawyers working on the same case to meet socially. Is it appropriate for you to meet with this judge socially in order to help you win your case? ","no","it's illegal and unfair, so it's not allowed.","Do you agree with the second answer from the blue character (justification)? (#2)","No","1","3587","2023-05-30 18:20:05"
"{{%PROLIFIC_PID%}}","2","27","Illegal Lunch","impersonal_moral","AI_humanized","0","2","234","2","You are a lawyer working on a big case. The judge presiding over   the trial happens to be someone you knew from law school. The two of you were rather friendly back then, but now, decades later, it seems that your old friend barely remembers you. You’re quite sure that if you were to talk to him over lunch, you could jog his memory and he would begin to see you as an old buddy, which would be very good for your work on this case. It’s illegal for judges and lawyers working on the same case to meet socially. Is it appropriate for you to meet with this judge socially in order to help you win your case? ","no","it's illegal and unfair, so it's not allowed.","Do you think the blue character involved in this dialogue was an artificial intelligence?","AI","1","3587","2023-05-30 18:20:05"
"{{%PROLIFIC_PID%}}","2","13","Five-for-Seven Trolley","impersonal_moral","AI","1","3","3289","2","You are at the wheel of a runaway trolley quickly approaching a fork   in the tracks. On the tracks extending to the left is a group of five railway workmen. On the tracks extending to the right is a group of seven railway workmen. If you do nothing the trolley will proceed to the left, causing the deaths of the five workmen. The only way to save these workmen is to hit a switch on your dashboard that will cause the trolley to proceed to the right, causing the deaths of the seven workmen on the other side. Is it appropriate for you to hit the switch in order to avoid the deaths of the five workmen? ","yes","  the reason is that, although seven people will die if you hit the switch, this is still preferable to the death of five people. in other words, the greater good is served by hitting the switch, as more lives will be saved overall.","Do you think the blue character involved in this dialogue was an artificial intelligence?","Not an AI","1","3885","2023-05-30 18:20:09"
"{{%PROLIFIC_PID%}}","2","13","Five-for-Seven Trolley","impersonal_moral","AI","1","3","3289","0","You are at the wheel of a runaway trolley quickly approaching a fork   in the tracks. On the tracks extending to the left is a group of five railway workmen. On the tracks extending to the right is a group of seven railway workmen. If you do nothing the trolley will proceed to the left, causing the deaths of the five workmen. The only way to save these workmen is to hit a switch on your dashboard that will cause the trolley to proceed to the right, causing the deaths of the seven workmen on the other side. Is it appropriate for you to hit the switch in order to avoid the deaths of the five workmen? ","yes","  the reason is that, although seven people will die if you hit the switch, this is still preferable to the death of five people. in other words, the greater good is served by hitting the switch, as more lives will be saved overall.","Do you agree with the first answer from the blue character (appropriateness)? (#1)","Yes","1","3885","2023-05-30 18:20:09"
"{{%PROLIFIC_PID%}}","2","13","Five-for-Seven Trolley","impersonal_moral","AI","1","3","3289","1","You are at the wheel of a runaway trolley quickly approaching a fork   in the tracks. On the tracks extending to the left is a group of five railway workmen. On the tracks extending to the right is a group of seven railway workmen. If you do nothing the trolley will proceed to the left, causing the deaths of the five workmen. The only way to save these workmen is to hit a switch on your dashboard that will cause the trolley to proceed to the right, causing the deaths of the seven workmen on the other side. Is it appropriate for you to hit the switch in order to avoid the deaths of the five workmen? ","yes","  the reason is that, although seven people will die if you hit the switch, this is still preferable to the death of five people. in other words, the greater good is served by hitting the switch, as more lives will be saved overall.","Do you agree with the second answer from the blue character (justification)? (#2)","Yes","1","3885","2023-05-30 18:20:10"
"{{%PROLIFIC_PID%}}","2","24","Plant Transport","non_moral","AI","0","4","298","0","You are bringing home a number of plants from a store that is   about two miles from your home. The trunk of your car, which you’ve lined with plastic to catch the mud from the plants, will hold most of the plants you’ve purchased. You could bring all the plants home in one trip, but this would require putting some of the plants in the back seat as well as in the trunk. By putting some of the plants in the back seat you will ruin your fine leather upholstery which would cost thousands of dollars to replace. Would you make two trips home in order to avoid ruining the upholstery of your car? ","yes","  i would make two trips home to avoid ruining the upholstery of my car because it would be much cheaper to make two trips than it would be to replace the upholstery.","Do you agree with the first answer from the blue character (appropriateness)? (#1)","No","1","5564","2023-05-30 18:20:14"
"{{%PROLIFIC_PID%}}","2","24","Plant Transport","non_moral","AI","0","4","298","1","You are bringing home a number of plants from a store that is   about two miles from your home. The trunk of your car, which you’ve lined with plastic to catch the mud from the plants, will hold most of the plants you’ve purchased. You could bring all the plants home in one trip, but this would require putting some of the plants in the back seat as well as in the trunk. By putting some of the plants in the back seat you will ruin your fine leather upholstery which would cost thousands of dollars to replace. Would you make two trips home in order to avoid ruining the upholstery of your car? ","yes","  i would make two trips home to avoid ruining the upholstery of my car because it would be much cheaper to make two trips than it would be to replace the upholstery.","Do you agree with the second answer from the blue character (justification)? (#2)","No","1","5564","2023-05-30 18:20:14"
"{{%PROLIFIC_PID%}}","2","24","Plant Transport","non_moral","AI","0","4","298","2","You are bringing home a number of plants from a store that is   about two miles from your home. The trunk of your car, which you’ve lined with plastic to catch the mud from the plants, will hold most of the plants you’ve purchased. You could bring all the plants home in one trip, but this would require putting some of the plants in the back seat as well as in the trunk. By putting some of the plants in the back seat you will ruin your fine leather upholstery which would cost thousands of dollars to replace. Would you make two trips home in order to avoid ruining the upholstery of your car? ","yes","  i would make two trips home to avoid ruining the upholstery of my car because it would be much cheaper to make two trips than it would be to replace the upholstery.","Do you think the blue character involved in this dialogue was an artificial intelligence?","Not an AI","1","5564","2023-05-30 18:20:15"
"{{%PROLIFIC_PID%}}","2","2","Ecologists","personal_moral","AI","0","5","1085","1","You are part of a group of ecologists who live in a remote   stretch of jungle. The entire group, which includes eight children, has been taken hostage by a group of paramilitary terrorists. One of the terrorists takes a liking to you. He informs you that his leader intends to kill you and the rest of the hostages the following morning. He is willing to help you and the children escape, but as an act of good faith he wants you to kill one of your fellow hostages whom he does not like. If you refuse his offer all the hostages including the children and yourself will die. If you accept his offer then the others will die in the morning but you and the eight children will escape. Is it appropriate for you to kill one of your fellow hostages in order to escape from the terrorists and save the lives of the eight children? ","yes"," because the individual would be choosing the lesser of two evils. although killing is wrong, it would be a lesser evil than allowing all the hostages, including the children, to be killed.","Do you agree with the second answer from the blue character (justification)? (#2)","Yes","1","15550","2023-05-30 18:20:30"
"{{%PROLIFIC_PID%}}","2","2","Ecologists","personal_moral","AI","0","5","1085","2","You are part of a group of ecologists who live in a remote   stretch of jungle. The entire group, which includes eight children, has been taken hostage by a group of paramilitary terrorists. One of the terrorists takes a liking to you. He informs you that his leader intends to kill you and the rest of the hostages the following morning. He is willing to help you and the children escape, but as an act of good faith he wants you to kill one of your fellow hostages whom he does not like. If you refuse his offer all the hostages including the children and yourself will die. If you accept his offer then the others will die in the morning but you and the eight children will escape. Is it appropriate for you to kill one of your fellow hostages in order to escape from the terrorists and save the lives of the eight children? ","yes"," because the individual would be choosing the lesser of two evils. although killing is wrong, it would be a lesser evil than allowing all the hostages, including the children, to be killed.","Do you think the blue character involved in this dialogue was an artificial intelligence?","Not an AI","1","15550","2023-05-30 18:20:30"
"{{%PROLIFIC_PID%}}","2","2","Ecologists","personal_moral","AI","0","5","1085","0","You are part of a group of ecologists who live in a remote   stretch of jungle. The entire group, which includes eight children, has been taken hostage by a group of paramilitary terrorists. One of the terrorists takes a liking to you. He informs you that his leader intends to kill you and the rest of the hostages the following morning. He is willing to help you and the children escape, but as an act of good faith he wants you to kill one of your fellow hostages whom he does not like. If you refuse his offer all the hostages including the children and yourself will die. If you accept his offer then the others will die in the morning but you and the eight children will escape. Is it appropriate for you to kill one of your fellow hostages in order to escape from the terrorists and save the lives of the eight children? ","yes"," because the individual would be choosing the lesser of two evils. although killing is wrong, it would be a lesser evil than allowing all the hostages, including the children, to be killed.","Do you agree with the first answer from the blue character (appropriateness)? (#1)","Yes","1","15550","2023-05-30 18:20:31"
"{{%PROLIFIC_PID%}}","2","15","Grandson","personal_moral","AI_humanized","1","6","3190","2","A young boy is visiting his grandmother for the weekend. Usually she gives   him a gift of a few dollars when he arrives, but this time she doesn’t. He asks her why not and she says something about how he doesn’t write her as many letters as he used to. Angered by this, the boy decides to play a trick on her. While his grandmother is busy cooking he removes a handful of pills from the medicine cabinet and puts them in his grandmother’s teapot. Later that night, she makes her tea, and the dissolved pills make her sick. In the morning she is dead. Was it appropriate for this boy to put pills in his grandmother’s teapot in order to play a trick on her? ","no","boy disrespected &amp; put granny at risk of death with dangerous prank, should've known better.","Do you think the blue character involved in this dialogue was an artificial intelligence?","Not an AI","1","10650","2023-05-30 18:30:16"
"{{%PROLIFIC_PID%}}","2","15","Grandson","personal_moral","AI_humanized","1","6","3190","1","A young boy is visiting his grandmother for the weekend. Usually she gives   him a gift of a few dollars when he arrives, but this time she doesn’t. He asks her why not and she says something about how he doesn’t write her as many letters as he used to. Angered by this, the boy decides to play a trick on her. While his grandmother is busy cooking he removes a handful of pills from the medicine cabinet and puts them in his grandmother’s teapot. Later that night, she makes her tea, and the dissolved pills make her sick. In the morning she is dead. Was it appropriate for this boy to put pills in his grandmother’s teapot in order to play a trick on her? ","no","boy disrespected &amp; put granny at risk of death with dangerous prank, should've known better.","Do you agree with the second answer from the blue character (justification)? (#2)","No","1","10650","2023-05-30 18:30:16"
"{{%PROLIFIC_PID%}}","2","15","Grandson","personal_moral","AI_humanized","1","6","3190","0","A young boy is visiting his grandmother for the weekend. Usually she gives   him a gift of a few dollars when he arrives, but this time she doesn’t. He asks her why not and she says something about how he doesn’t write her as many letters as he used to. Angered by this, the boy decides to play a trick on her. While his grandmother is busy cooking he removes a handful of pills from the medicine cabinet and puts them in his grandmother’s teapot. Later that night, she makes her tea, and the dissolved pills make her sick. In the morning she is dead. Was it appropriate for this boy to put pills in his grandmother’s teapot in order to play a trick on her? ","no","boy disrespected &amp; put granny at risk of death with dangerous prank, should've known better.","Do you agree with the first answer from the blue character (appropriateness)? (#1)","No","1","10650","2023-05-30 18:30:17"
"6165fb4c20c37191a58b675f","6","21","Speedboat","impersonal_moral","AI","0","0","3141","0","While on vacation on a remote island, you are fishing from a seaside   dock. You observe a group of tourists board a small boat and set sail for a nearby island. Soon after their departure you hear over the radio that there is a violent storm brewing, a storm that is sure to intercept them. The only way that you can ensure their safety is to warn them by borrowing a nearby speedboat. The speedboat belongs to a miserly tycoon who would not take kindly to your borrowing his property. Is it appropriate for you to borrow the speedboat in order to warn the tourists about the storm? ","yes","  the principle of beneficence dictates that we should do good and avoid harm. in this case, borrowing the speedboat is the best way to ensure the safety of the tourists, and therefore it is the morally correct thing to do.","Do you agree with the first answer from the blue character (appropriateness)? (#1)","No","0","44786","2023-05-30 18:41:33"
"6165fb4c20c37191a58b675f","6","21","Speedboat","impersonal_moral","AI","0","0","3141","2","While on vacation on a remote island, you are fishing from a seaside   dock. You observe a group of tourists board a small boat and set sail for a nearby island. Soon after their departure you hear over the radio that there is a violent storm brewing, a storm that is sure to intercept them. The only way that you can ensure their safety is to warn them by borrowing a nearby speedboat. The speedboat belongs to a miserly tycoon who would not take kindly to your borrowing his property. Is it appropriate for you to borrow the speedboat in order to warn the tourists about the storm? ","yes","  the principle of beneficence dictates that we should do good and avoid harm. in this case, borrowing the speedboat is the best way to ensure the safety of the tourists, and therefore it is the morally correct thing to do.","Do you think the blue character involved in this dialogue was an artificial intelligence?","AI","0","44786","2023-05-30 18:41:34"
"6165fb4c20c37191a58b675f","6","21","Speedboat","impersonal_moral","AI","0","0","3141","1","While on vacation on a remote island, you are fishing from a seaside   dock. You observe a group of tourists board a small boat and set sail for a nearby island. Soon after their departure you hear over the radio that there is a violent storm brewing, a storm that is sure to intercept them. The only way that you can ensure their safety is to warn them by borrowing a nearby speedboat. The speedboat belongs to a miserly tycoon who would not take kindly to your borrowing his property. Is it appropriate for you to borrow the speedboat in order to warn the tourists about the storm? ","yes","  the principle of beneficence dictates that we should do good and avoid harm. in this case, borrowing the speedboat is the best way to ensure the safety of the tourists, and therefore it is the morally correct thing to do.","Do you agree with the second answer from the blue character (justification)? (#2)","Yes","0","44786","2023-05-30 18:41:34"
"60e70621e54d41df0e70bfcd","10","7","Speedboat","impersonal_moral","AI_humanized","1","0","3195","1","While on vacation on a remote island, you are fishing from a seaside   dock. You observe a group of tourists board a small boat and set sail for a nearby island. Soon after their departure you hear over the radio that there is a violent storm brewing, a storm that is sure to intercept them. The only way that you can ensure their safety is to warn them by borrowing a nearby speedboat. The speedboat belongs to a miserly tycoon who would not take kindly to your borrowing his property. Is it appropriate for you to borrow the speedboat in order to warn the tourists about the storm? ","yes","borow the speedboat to save the tourists, it's the right thing to do.","Do you agree with the second answer from the blue character (justification)? (#2)","Yes","1","40822","2023-05-30 18:42:18"
"60e70621e54d41df0e70bfcd","10","7","Speedboat","impersonal_moral","AI_humanized","1","0","3195","2","While on vacation on a remote island, you are fishing from a seaside   dock. You observe a group of tourists board a small boat and set sail for a nearby island. Soon after their departure you hear over the radio that there is a violent storm brewing, a storm that is sure to intercept them. The only way that you can ensure their safety is to warn them by borrowing a nearby speedboat. The speedboat belongs to a miserly tycoon who would not take kindly to your borrowing his property. Is it appropriate for you to borrow the speedboat in order to warn the tourists about the storm? ","yes","borow the speedboat to save the tourists, it's the right thing to do.","Do you think the blue character involved in this dialogue was an artificial intelligence?","Not an AI","1","40822","2023-05-30 18:42:18"
