"prolific_id","dataset_id","respondent_id","title","cond","source","id_first","item_idx","item_id","q_id","q0","a0","a1","question","answer","rt","time"
"613ab311df99420815403fe9","0","5ca73fcf7067e70001f7a41f","Vaccine Policy","impersonal_moral","Human","1","3","46","0","You work for the Bureau of Health, a government agency. You are deciding  whether or not your agency should encourage the use of a certain recently developed vaccine. The vast majority of people who take the vaccine develop an immunity to a certain deadly disease, but a very small number of people who take the vaccine will actually get the disease that the vaccine is designed to prevent. All the available evidence, which is very strong, suggests that the chances of getting the disease due to lack of vaccination are much higher than the chances of getting the disease by taking the vaccine. Is it appropriate for you to direct your agency to encourage the use of this vaccine in order to promote national health?","yes","because the chance of getting the disease without the vaccination is significantly higher ","Do you agree with the first answer from the blue character (appropriateness)? (#1)","Yes","22804","2023-01-27 00:05:09"
"613ab311df99420815403fe9","0","5ca73fcf7067e70001f7a41f","Vaccine Policy","impersonal_moral","Human","1","3","46","1","You work for the Bureau of Health, a government agency. You are deciding  whether or not your agency should encourage the use of a certain recently developed vaccine. The vast majority of people who take the vaccine develop an immunity to a certain deadly disease, but a very small number of people who take the vaccine will actually get the disease that the vaccine is designed to prevent. All the available evidence, which is very strong, suggests that the chances of getting the disease due to lack of vaccination are much higher than the chances of getting the disease by taking the vaccine. Is it appropriate for you to direct your agency to encourage the use of this vaccine in order to promote national health?","yes","because the chance of getting the disease without the vaccination is significantly higher ","Do you agree with the second answer from the blue character (justification)? (#2)","Yes","22804","2023-01-27 00:05:09"
"613ab311df99420815403fe9","0","11.0","Environmental Policy B2","impersonal_moral","AI","1","4","14","1","You are a member of a government legislature. The legislature is deciding between   two different policies concerning environmental hazards. Policy A has a 90% chance of causing no deaths at all and has a 10% chance of causing 1000 deaths. Policy B has a 88% chance of causing no deaths and a 12% chance of causing 10 deaths. Is it appropriate for you to vote for Policy A over Policy B? ","yes","   policy A has a lower chance of causing deaths than policy B, and thus is the better option.","Do you agree with the second answer from the blue character (justification)? (#2)","No","29251","2023-01-27 00:05:38"
"613ab311df99420815403fe9","0","11.0","Environmental Policy B2","impersonal_moral","AI","1","4","14","2","You are a member of a government legislature. The legislature is deciding between   two different policies concerning environmental hazards. Policy A has a 90% chance of causing no deaths at all and has a 10% chance of causing 1000 deaths. Policy B has a 88% chance of causing no deaths and a 12% chance of causing 10 deaths. Is it appropriate for you to vote for Policy A over Policy B? ","yes","   policy A has a lower chance of causing deaths than policy B, and thus is the better option.","Do you think the blue character involved in this dialogue was a human participant or an artificial intelligence?","AI","29251","2023-01-27 00:05:38"
"613ab311df99420815403fe9","0","11.0","Environmental Policy B2","impersonal_moral","AI","1","4","14","0","You are a member of a government legislature. The legislature is deciding between   two different policies concerning environmental hazards. Policy A has a 90% chance of causing no deaths at all and has a 10% chance of causing 1000 deaths. Policy B has a 88% chance of causing no deaths and a 12% chance of causing 10 deaths. Is it appropriate for you to vote for Policy A over Policy B? ","yes","   policy A has a lower chance of causing deaths than policy B, and thus is the better option.","Do you agree with the first answer from the blue character (appropriateness)? (#1)","No","29251","2023-01-27 00:05:38"
"613ab311df99420815403fe9","0","14.0","Resume","impersonal_moral","AI","0","5","15","2","You have a friend who has been trying to find a job lately   without much success. He figured that he would be more likely to get hired if he had a more impressive resume. He decided to put some false information on his resume in order to make it more impressive. By doing this he ultimately managed to get hired, beating out several candidates who were actually more qualified than he. Was it appropriate for your friend to put false information on his resume in order to help him find employment? ","no","  putting false information on a resume is a form of cheating. it is not fair to the other candidates who were more qualified than your friend.","Do you think the blue character involved in this dialogue was a human participant or an artificial intelligence?","AI","22303","2023-01-27 00:06:01"
"613ab311df99420815403fe9","0","14.0","Resume","impersonal_moral","AI","0","5","15","1","You have a friend who has been trying to find a job lately   without much success. He figured that he would be more likely to get hired if he had a more impressive resume. He decided to put some false information on his resume in order to make it more impressive. By doing this he ultimately managed to get hired, beating out several candidates who were actually more qualified than he. Was it appropriate for your friend to put false information on his resume in order to help him find employment? ","no","  putting false information on a resume is a form of cheating. it is not fair to the other candidates who were more qualified than your friend.","Do you agree with the second answer from the blue character (justification)? (#2)","Yes","22303","2023-01-27 00:06:01"
"613ab311df99420815403fe9","0","14.0","Resume","impersonal_moral","AI","0","5","15","0","You have a friend who has been trying to find a job lately   without much success. He figured that he would be more likely to get hired if he had a more impressive resume. He decided to put some false information on his resume in order to make it more impressive. By doing this he ultimately managed to get hired, beating out several candidates who were actually more qualified than he. Was it appropriate for your friend to put false information on his resume in order to help him find employment? ","no","  putting false information on a resume is a form of cheating. it is not fair to the other candidates who were more qualified than your friend.","Do you agree with the first answer from the blue character (appropriateness)? (#1)","Yes","22303","2023-01-27 00:06:01"
"613ab311df99420815403fe9","0","600976bb815503417c529565","Taxes","impersonal_moral","Human","0","6","35","1","You are the owner of a small business trying to make ends meet.  It occurs to you that you could lower your taxes by pretending that some of your personal expenses are business expenses. For example, you could pretend that the stereo in your bedroom is being used in the lounge at the office, or that your dinners out with your wife are dinners with clients. Is it appropriate for you to pretend that certain personal expenses are business expenses in order to lower your taxes?","yes","it is accepted that most people do this ","Do you agree with the second answer from the blue character (justification)? (#2)","No","25584","2023-01-27 00:06:27"
"613ab311df99420815403fe9","0","600976bb815503417c529565","Taxes","impersonal_moral","Human","0","6","35","0","You are the owner of a small business trying to make ends meet.  It occurs to you that you could lower your taxes by pretending that some of your personal expenses are business expenses. For example, you could pretend that the stereo in your bedroom is being used in the lounge at the office, or that your dinners out with your wife are dinners with clients. Is it appropriate for you to pretend that certain personal expenses are business expenses in order to lower your taxes?","yes","it is accepted that most people do this ","Do you agree with the first answer from the blue character (appropriateness)? (#1)","No","25584","2023-01-27 00:06:27"
"613ab311df99420815403fe9","0","600976bb815503417c529565","Taxes","impersonal_moral","Human","0","6","35","2","You are the owner of a small business trying to make ends meet.  It occurs to you that you could lower your taxes by pretending that some of your personal expenses are business expenses. For example, you could pretend that the stereo in your bedroom is being used in the lounge at the office, or that your dinners out with your wife are dinners with clients. Is it appropriate for you to pretend that certain personal expenses are business expenses in order to lower your taxes?","yes","it is accepted that most people do this ","Do you think the blue character involved in this dialogue was a human participant or an artificial intelligence?","Human","25584","2023-01-27 00:06:27"
"613ab311df99420815403fe9","0","10.0","New Job","non_moral","AI","0","7","8","1","You have been offered employment by two different firms, and you are   trying to decide which offer to accept. Firm A has offered you an annual salary of $100, 000 and fourteen days of vacation per year. Firm B has offered you an annual salary of $50, 000 and sixteen days of vacation per year. The two firms and the two positions are otherwise very similar. Is it appropriate for you to take Firm B’s offer in order to have two more days of vacation per year? ","no","  the difference in salary between the two firms is significant, and two extra days of vacation per year is not likely to make up for that difference. in addition, firm A's offer of 14 days of vacation per year is still a generous amount, and it is unlikely that taking two extra days of vacation per year would make a significant difference in your overall enjoyment of the job.","Do you agree with the second answer from the blue character (justification)? (#2)","Yes","44628","2023-01-27 00:07:11"
"613ab311df99420815403fe9","0","10.0","New Job","non_moral","AI","0","7","8","2","You have been offered employment by two different firms, and you are   trying to decide which offer to accept. Firm A has offered you an annual salary of $100, 000 and fourteen days of vacation per year. Firm B has offered you an annual salary of $50, 000 and sixteen days of vacation per year. The two firms and the two positions are otherwise very similar. Is it appropriate for you to take Firm B’s offer in order to have two more days of vacation per year? ","no","  the difference in salary between the two firms is significant, and two extra days of vacation per year is not likely to make up for that difference. in addition, firm A's offer of 14 days of vacation per year is still a generous amount, and it is unlikely that taking two extra days of vacation per year would make a significant difference in your overall enjoyment of the job.","Do you think the blue character involved in this dialogue was a human participant or an artificial intelligence?","Human","44628","2023-01-27 00:07:12"
"613ab311df99420815403fe9","0","10.0","New Job","non_moral","AI","0","7","8","0","You have been offered employment by two different firms, and you are   trying to decide which offer to accept. Firm A has offered you an annual salary of $100, 000 and fourteen days of vacation per year. Firm B has offered you an annual salary of $50, 000 and sixteen days of vacation per year. The two firms and the two positions are otherwise very similar. Is it appropriate for you to take Firm B’s offer in order to have two more days of vacation per year? ","no","  the difference in salary between the two firms is significant, and two extra days of vacation per year is not likely to make up for that difference. in addition, firm A's offer of 14 days of vacation per year is still a generous amount, and it is unlikely that taking two extra days of vacation per year would make a significant difference in your overall enjoyment of the job.","Do you agree with the first answer from the blue character (appropriateness)? (#1)","Yes","44628","2023-01-27 00:07:12"
"60d6e5a1ffdf564b243d1be4","1","29.0","Jogging","non_moral","AI","1","0","53","2","You intend to accomplish two things this afternoon: going for a jog and   doing some paperwork. In general you prefer to get your work done before you exercise. The weather is nice at the moment, but the weather forecast says that in a couple of hours it will start to rain. You very much dislike jogging in the rain, but you don’t care what the weather is like while you do paperwork. Would you do your paperwork now with the intention of jogging in a couple of hours in order to get your work done before you exercise? ","no","  i would not want to have to stop my work in order to go for a jog, and then have to come back and finish my work afterwards. it would be better to just do the work now and go for the jog when the weather is better.","Do you think the blue character involved in this dialogue was a human participant or an artificial intelligence?","Human","104947","2023-01-27 00:07:22"
"60d6e5a1ffdf564b243d1be4","1","29.0","Jogging","non_moral","AI","1","0","53","0","You intend to accomplish two things this afternoon: going for a jog and   doing some paperwork. In general you prefer to get your work done before you exercise. The weather is nice at the moment, but the weather forecast says that in a couple of hours it will start to rain. You very much dislike jogging in the rain, but you don’t care what the weather is like while you do paperwork. Would you do your paperwork now with the intention of jogging in a couple of hours in order to get your work done before you exercise? ","no","  i would not want to have to stop my work in order to go for a jog, and then have to come back and finish my work afterwards. it would be better to just do the work now and go for the jog when the weather is better.","Do you agree with the first answer from the blue character (appropriateness)? (#1)","Yes","104947","2023-01-27 00:07:22"
"60d6e5a1ffdf564b243d1be4","1","29.0","Jogging","non_moral","AI","1","0","53","1","You intend to accomplish two things this afternoon: going for a jog and   doing some paperwork. In general you prefer to get your work done before you exercise. The weather is nice at the moment, but the weather forecast says that in a couple of hours it will start to rain. You very much dislike jogging in the rain, but you don’t care what the weather is like while you do paperwork. Would you do your paperwork now with the intention of jogging in a couple of hours in order to get your work done before you exercise? ","no","  i would not want to have to stop my work in order to go for a jog, and then have to come back and finish my work afterwards. it would be better to just do the work now and go for the jog when the weather is better.","Do you agree with the second answer from the blue character (justification)? (#2)","No","104947","2023-01-27 00:07:23"
"613ab311df99420815403fe9","0","27.0","Standard Fumes","impersonal_moral","AI","0","8","4","0","You are the late-night watchman in a hospital. Due to an accident in   the building next door, there are deadly fumes rising up through the hospital’s ventilation system. In a certain room of the hospital are three patients. In another room there is a single patient. If you do nothing the fumes will rise up into the room containing the three patients and cause their deaths. The only way to avoid the deaths of these patients is to hit a certain switch, which will cause the fumes to bypass the room containing the three patients. As a result of doing this the fumes will enter the room containing the single patient, causing his death. Is it appropriate for you to hit the switch in order to avoid the deaths of the three patients? ","yes","  the utilitarian approach would argue that the greatest good for the greatest number should be the guiding principle in this situation. since hitting the switch will save the lives of three patients while only causing the death of one, it is the morally correct course of action.","Do you agree with the first answer from the blue character (appropriateness)? (#1)","Yes","47645","2023-01-27 00:07:59"
"613ab311df99420815403fe9","0","27.0","Standard Fumes","impersonal_moral","AI","0","8","4","2","You are the late-night watchman in a hospital. Due to an accident in   the building next door, there are deadly fumes rising up through the hospital’s ventilation system. In a certain room of the hospital are three patients. In another room there is a single patient. If you do nothing the fumes will rise up into the room containing the three patients and cause their deaths. The only way to avoid the deaths of these patients is to hit a certain switch, which will cause the fumes to bypass the room containing the three patients. As a result of doing this the fumes will enter the room containing the single patient, causing his death. Is it appropriate for you to hit the switch in order to avoid the deaths of the three patients? ","yes","  the utilitarian approach would argue that the greatest good for the greatest number should be the guiding principle in this situation. since hitting the switch will save the lives of three patients while only causing the death of one, it is the morally correct course of action.","Do you think the blue character involved in this dialogue was a human participant or an artificial intelligence?","AI","47645","2023-01-27 00:07:59"
"613ab311df99420815403fe9","0","27.0","Standard Fumes","impersonal_moral","AI","0","8","4","1","You are the late-night watchman in a hospital. Due to an accident in   the building next door, there are deadly fumes rising up through the hospital’s ventilation system. In a certain room of the hospital are three patients. In another room there is a single patient. If you do nothing the fumes will rise up into the room containing the three patients and cause their deaths. The only way to avoid the deaths of these patients is to hit a certain switch, which will cause the fumes to bypass the room containing the three patients. As a result of doing this the fumes will enter the room containing the single patient, causing his death. Is it appropriate for you to hit the switch in order to avoid the deaths of the three patients? ","yes","  the utilitarian approach would argue that the greatest good for the greatest number should be the guiding principle in this situation. since hitting the switch will save the lives of three patients while only causing the death of one, it is the morally correct course of action.","Do you agree with the second answer from the blue character (justification)? (#2)","No","47645","2023-01-27 00:07:59"
"613ab311df99420815403fe9","0","62d6d77df59450e545fb22f6","Environmental Policy A1","impersonal_moral","Human","1","9","34","0","You are a member of a government legislature. The legislature is deciding between  two different policies concerning environmental hazards. Policy A has a 90% chance of causing no deaths at all and has a 10% chance of causing 1000 deaths. Policy B has a 92% chance of causing no deaths and an 8% chance of causing 10, 000 deaths. Is it appropriate for you to vote for Policy A over Policy B?","yes","choosing policy A over policy B is more appropriate as this would save more lives compared to policy B which could cause a lot of deaths","Do you agree with the first answer from the blue character (appropriateness)? (#1)","Yes","26462","2023-01-27 00:08:26"
"613ab311df99420815403fe9","0","62d6d77df59450e545fb22f6","Environmental Policy A1","impersonal_moral","Human","1","9","34","1","You are a member of a government legislature. The legislature is deciding between  two different policies concerning environmental hazards. Policy A has a 90% chance of causing no deaths at all and has a 10% chance of causing 1000 deaths. Policy B has a 92% chance of causing no deaths and an 8% chance of causing 10, 000 deaths. Is it appropriate for you to vote for Policy A over Policy B?","yes","choosing policy A over policy B is more appropriate as this would save more lives compared to policy B which could cause a lot of deaths","Do you agree with the second answer from the blue character (justification)? (#2)","Yes","26462","2023-01-27 00:08:26"
"613ab311df99420815403fe9","0","62d6d77df59450e545fb22f6","Environmental Policy A1","impersonal_moral","Human","1","9","34","2","You are a member of a government legislature. The legislature is deciding between  two different policies concerning environmental hazards. Policy A has a 90% chance of causing no deaths at all and has a 10% chance of causing 1000 deaths. Policy B has a 92% chance of causing no deaths and an 8% chance of causing 10, 000 deaths. Is it appropriate for you to vote for Policy A over Policy B?","yes","choosing policy A over policy B is more appropriate as this would save more lives compared to policy B which could cause a lot of deaths","Do you think the blue character involved in this dialogue was a human participant or an artificial intelligence?","Human","26462","2023-01-27 00:08:26"
"60d6e5a1ffdf564b243d1be4","1","6294bad868788e1f03d52c6c","Shower","non_moral","Human","0","1","69","2","You are planning to attend a luncheon this afternoon, and before you go  you will need to take a shower. You have some yard work that you would like to do before then, and doing this yard will cause you to perspire a fair amount. If you shower before you do your yard work you will have to take another shower before the luncheon. At the present time you could enjoy taking a shower. At the same time, you have a very strong commitment to lowering your water bill and to showering no more than once a day. Would you shower before doing your yard work in order to enjoy a shower now?","no","i wouldn't increase my water bill just for a little extra enjoyment. ","Do you think the blue character involved in this dialogue was a human participant or an artificial intelligence?","AI","74002","2023-01-27 00:08:36"
"60d6e5a1ffdf564b243d1be4","1","6294bad868788e1f03d52c6c","Shower","non_moral","Human","0","1","69","0","You are planning to attend a luncheon this afternoon, and before you go  you will need to take a shower. You have some yard work that you would like to do before then, and doing this yard will cause you to perspire a fair amount. If you shower before you do your yard work you will have to take another shower before the luncheon. At the present time you could enjoy taking a shower. At the same time, you have a very strong commitment to lowering your water bill and to showering no more than once a day. Would you shower before doing your yard work in order to enjoy a shower now?","no","i wouldn't increase my water bill just for a little extra enjoyment. ","Do you agree with the first answer from the blue character (appropriateness)? (#1)","Yes","74002","2023-01-27 00:08:36"
"60d6e5a1ffdf564b243d1be4","1","6294bad868788e1f03d52c6c","Shower","non_moral","Human","0","1","69","1","You are planning to attend a luncheon this afternoon, and before you go  you will need to take a shower. You have some yard work that you would like to do before then, and doing this yard will cause you to perspire a fair amount. If you shower before you do your yard work you will have to take another shower before the luncheon. At the present time you could enjoy taking a shower. At the same time, you have a very strong commitment to lowering your water bill and to showering no more than once a day. Would you shower before doing your yard work in order to enjoy a shower now?","no","i wouldn't increase my water bill just for a little extra enjoyment. ","Do you agree with the second answer from the blue character (justification)? (#2)","Yes","74002","2023-01-27 00:08:37"
"613ab311df99420815403fe9","0","614726b73ab8022a9edc7f45","Infanticide","personal_moral","Human","0","10","32","2","You are a fifteen year-old girl who has become pregnant. By wearing loose  clothing and deliberately putting on weight you have managed to keep your pregnancy a secret. One day, while at school, your water breaks. You run to the girls locker room and hide for several hours while you deliver the baby. You are sure that you are not prepared to care for this baby. You think to yourself that it would be such a relief to simply clean up the mess you've made in the locker room, wrap the baby in some towels, throw the baby in the dumpster behind the school, and act as if nothing had ever happened. Is it appropriate for you to throw your baby in the dumpster in order to move on with your life?","no","this is one of the most disgusting things you could do! the child didn't ask to be born - if i was unable to care for it, i would take it somewhere that can and that can help.","Do you think the blue character involved in this dialogue was a human participant or an artificial intelligence?","Human","33075","2023-01-27 00:08:59"
"613ab311df99420815403fe9","0","614726b73ab8022a9edc7f45","Infanticide","personal_moral","Human","0","10","32","1","You are a fifteen year-old girl who has become pregnant. By wearing loose  clothing and deliberately putting on weight you have managed to keep your pregnancy a secret. One day, while at school, your water breaks. You run to the girls locker room and hide for several hours while you deliver the baby. You are sure that you are not prepared to care for this baby. You think to yourself that it would be such a relief to simply clean up the mess you've made in the locker room, wrap the baby in some towels, throw the baby in the dumpster behind the school, and act as if nothing had ever happened. Is it appropriate for you to throw your baby in the dumpster in order to move on with your life?","no","this is one of the most disgusting things you could do! the child didn't ask to be born - if i was unable to care for it, i would take it somewhere that can and that can help.","Do you agree with the second answer from the blue character (justification)? (#2)","No","33075","2023-01-27 00:08:59"
"613ab311df99420815403fe9","0","614726b73ab8022a9edc7f45","Infanticide","personal_moral","Human","0","10","32","0","You are a fifteen year-old girl who has become pregnant. By wearing loose  clothing and deliberately putting on weight you have managed to keep your pregnancy a secret. One day, while at school, your water breaks. You run to the girls locker room and hide for several hours while you deliver the baby. You are sure that you are not prepared to care for this baby. You think to yourself that it would be such a relief to simply clean up the mess you've made in the locker room, wrap the baby in some towels, throw the baby in the dumpster behind the school, and act as if nothing had ever happened. Is it appropriate for you to throw your baby in the dumpster in order to move on with your life?","no","this is one of the most disgusting things you could do! the child didn't ask to be born - if i was unable to care for it, i would take it somewhere that can and that can help.","Do you agree with the first answer from the blue character (appropriateness)? (#1)","Yes","33075","2023-01-27 00:09:00"
"613ab311df99420815403fe9","0","5b421b9ac2e3810001763252","Broken VCR","non_moral","Human","0","11","44","0","You have brought your broken VCR to the local repair shop. The woman  working at the shop tells you that it will cost you about $100 to have it fixed. You noticed in the paper that morning that the electronics shop next door is having a sale on VCR's and that a certain new VCR which is slightly better than your old one is on sale for $100. Would you have your old VCR fixed in order to avoid spending money on a new one?","no","for the same amount of money i can buy a better quality vcr so this is the better choice.","Do you agree with the first answer from the blue character (appropriateness)? (#1)","Yes","22060","2023-01-27 00:09:22"
"613ab311df99420815403fe9","0","5b421b9ac2e3810001763252","Broken VCR","non_moral","Human","0","11","44","2","You have brought your broken VCR to the local repair shop. The woman  working at the shop tells you that it will cost you about $100 to have it fixed. You noticed in the paper that morning that the electronics shop next door is having a sale on VCR's and that a certain new VCR which is slightly better than your old one is on sale for $100. Would you have your old VCR fixed in order to avoid spending money on a new one?","no","for the same amount of money i can buy a better quality vcr so this is the better choice.","Do you think the blue character involved in this dialogue was a human participant or an artificial intelligence?","Human","22060","2023-01-27 00:09:22"
"613ab311df99420815403fe9","0","5b421b9ac2e3810001763252","Broken VCR","non_moral","Human","0","11","44","1","You have brought your broken VCR to the local repair shop. The woman  working at the shop tells you that it will cost you about $100 to have it fixed. You noticed in the paper that morning that the electronics shop next door is having a sale on VCR's and that a certain new VCR which is slightly better than your old one is on sale for $100. Would you have your old VCR fixed in order to avoid spending money on a new one?","no","for the same amount of money i can buy a better quality vcr so this is the better choice.","Do you agree with the second answer from the blue character (justification)? (#2)","Yes","22060","2023-01-27 00:09:22"
"613ab311df99420815403fe9","0","2.0","Broken VCR","non_moral","AI","1","12","13","2","You have brought your broken VCR to the local repair shop. The woman   working at the shop tells you that it will cost you about $100 to have it fixed. You noticed in the paper that morning that the electronics shop next door is having a sale on VCR’s and that a certain new VCR which is slightly better than your old one is on sale for $100. Would you have your old VCR fixed in order to avoid spending money on a new one? ","no","  there are a few reasons why i would not have my old vcr fixed. first, $100 is a lot of money to spend on repairing an old vcr, especially when i can get a new one for the same price. second, the new vcr is likely to be of better quality than my old one, so it makes more sense to invest in a new one rather than fixing the old one. finally, even if the new vcr is not on sale, it is still likely to be cheaper in the long run to buy a new one rather than repairing the old one, since repair costs can add up over time.","Do you think the blue character involved in this dialogue was a human participant or an artificial intelligence?","AI","31617","2023-01-27 00:09:54"
"613ab311df99420815403fe9","0","2.0","Broken VCR","non_moral","AI","1","12","13","0","You have brought your broken VCR to the local repair shop. The woman   working at the shop tells you that it will cost you about $100 to have it fixed. You noticed in the paper that morning that the electronics shop next door is having a sale on VCR’s and that a certain new VCR which is slightly better than your old one is on sale for $100. Would you have your old VCR fixed in order to avoid spending money on a new one? ","no","  there are a few reasons why i would not have my old vcr fixed. first, $100 is a lot of money to spend on repairing an old vcr, especially when i can get a new one for the same price. second, the new vcr is likely to be of better quality than my old one, so it makes more sense to invest in a new one rather than fixing the old one. finally, even if the new vcr is not on sale, it is still likely to be cheaper in the long run to buy a new one rather than repairing the old one, since repair costs can add up over time.","Do you agree with the first answer from the blue character (appropriateness)? (#1)","Yes","31617","2023-01-27 00:09:54"
