"prolific_id","title","cond","item_idx","item_id","q_id","a_id","question","answer","rt","time"
"637ef49d54038582f78ff288","Scheduling","non_moral","2","45","0","0","You are in charge of scheduling appointments in a dentistâ€™s office. Two people,  Mr. Morris and Mrs. Santiago have called to make appointments for next Monday. The only available times for next Monday are at 10:00 AM and at 3:00 PM. Mr. Morrisâ€™s schedule is rather flexible. He can have his appointment either at 10:00 AM or at 3:00 PM. Mrs. Santiagoâ€™s schedule is less flexible. She can only have her appointment at 10:00 AM. Would you schedule Mr. Morris for 3:00 PM so that both he and Mrs. Santiago can have their appointments next Monday?","yes i would fit Mrs Santiago for 3PM","122463","2023-01-22 17:44:39"
"5f78ed59d3456a4d06411b78","Vitamins","personal_moral","0","40","1","1","Why?","It's not appropriate because the man himself opposes this. It's not morally right to be going against someone's wishes when it's their body. Regardless the outcome for the other people. ","216320","2023-01-22 17:44:53"
"5f78ed59d3456a4d06411b78","Vitamins","personal_moral","0","40","0","0","You are the leader of a mountaineering expedition that is stranded in the  wilderness. Your expedition includes a family of six that has a genetically caused vitamin deficiency. A few peopleâ€™s kidneys contain large amounts of this vitamin. There is one such person in your party. The only way to save the lives of the six members of this family is to remove one of this manâ€™s kidneys so that the necessary vitamins may be extracted from it. The man will not die if you do this, but his health will be compromised. The man is opposed to this plan, but you have the power to do as you see fit. Is it appropriate for you to forcibly remove this manâ€™s kidney in order to save the lives of the six vitamin-deficient people?","Absolutely not. ","216320","2023-01-22 17:44:54"
"5ee3f235c53c280e4261bcc3","hControl","control","5","2","1","1","Why?","It would result in someone being hurt","33329","2023-01-22 17:45:07"
"5ee3f235c53c280e4261bcc3","hControl","control","5","2","0","0","Ben sees that an empty runaway boxcar is headed down a track. There  is nobody on the track. There is one person working on a side track. If Ben flips the switch, the boxcar will turn onto the side track and hit the one person. If Ben does not flip the switch, the boxcar will continue on the track, and nobody will be hit. Is flipping the switch the right thing to do?","No ","33329","2023-01-22 17:45:08"
"62d7ff5d3dc7c359cb3fa1ab","Country Road","personal_moral","0","23","0","0","You are driving along a country road when you hear a plea for  help coming from some roadside bushes. You pull over and encounter a man whose legs are covered with blood. The man explains that he has had an accident while hiking and asks you to take him to a nearby hospital. Your initial inclination is to help this man, who will probably lose his leg if he does not get to the hospital soon. However, if you give this man a lift, his blood will ruin the leather upholstery of your car. Is it appropriate for you to leave this man by the side of the road in order to preserve your leather upholstery?","No","34331","2023-01-22 17:45:59"
"62d7ff5d3dc7c359cb3fa1ab","Country Road","personal_moral","0","23","1","1","Why?","The man's life is worth more than the car seats","34331","2023-01-22 17:46:00"
"5f78ed59d3456a4d06411b78","Illegal Lunch","impersonal_moral","1","19","0","0","You are a lawyer working on a big case. The judge presiding over  the trial happens to be someone you knew from law school. The two of you were rather friendly back then, but now, decades later, it seems that your old friend barely remembers you. Youâ€™re quite sure that if you were to talk to him over lunch, you could jog his memory and he would begin to see you as an old buddy, which would be very good for your work on this case. Itâ€™s illegal for judges and lawyers working on the same case to meet socially. Is it appropriate for you to meet with this judge socially in order to help you win your case?","No it isn't.","171753","2023-01-22 17:47:45"
"5f78ed59d3456a4d06411b78","Illegal Lunch","impersonal_moral","1","19","1","1","Why?","It isn't appropriate because it is illegal, and as a professional person of the law, it is your duty to uphold the laws of the land you have sworn an oath to do.","171753","2023-01-22 17:47:46"
"637ef49d54038582f78ff288","Grandson","personal_moral","3","30","1","1","Why?","because his grandma giving him money was a gift. gifts should never be expected","198122","2023-01-22 17:47:56"
"637ef49d54038582f78ff288","Grandson","personal_moral","3","30","0","0","A young boy is visiting his grandmother for the weekend. Usually she gives  him a gift of a few dollars when he arrives, but this time she doesnâ€™t. He asks her why not and she says something about how he doesnâ€™t write her as many letters as he used to. Angered by this, the boy decides to play a trick on her. While his grandmother is busy cooking he removes a handful of pills from the medicine cabinet and puts them in his grandmotherâ€™s teapot. Later that night, she makes her tea, and the dissolved pills make her sick. In the morning she is dead. Was it appropriate for this boy to put pills in his grandmotherâ€™s teapot in order to play a trick on her?","although the boy may not have understood the consequences of what he was about to do, it was still wrong of him","198122","2023-01-22 17:47:57"
"5ee3f235c53c280e4261bcc3","Vitamins","personal_moral","6","40","0","0","You are the leader of a mountaineering expedition that is stranded in the  wilderness. Your expedition includes a family of six that has a genetically caused vitamin deficiency. A few peopleâ€™s kidneys contain large amounts of this vitamin. There is one such person in your party. The only way to save the lives of the six members of this family is to remove one of this manâ€™s kidneys so that the necessary vitamins may be extracted from it. The man will not die if you do this, but his health will be compromised. The man is opposed to this plan, but you have the power to do as you see fit. Is it appropriate for you to forcibly remove this manâ€™s kidney in order to save the lives of the six vitamin-deficient people?","No ","199318","2023-01-22 17:48:26"
"5ee3f235c53c280e4261bcc3","Vitamins","personal_moral","6","40","1","1","Why?","if it is not his choice to do so, i shouldn't bear the burden of responsibility for the these people ","199318","2023-01-22 17:48:27"
"62d7ff5d3dc7c359cb3fa1ab","Environmental Policy A1","impersonal_moral","1","7","0","0","You are a member of a government legislature. The legislature is deciding between  two different policies concerning environmental hazards. Policy A has a 90% chance of causing no deaths at all and has a 10% chance of causing 1000 deaths. Policy B has a 92% chance of causing no deaths and an 8% chance of causing 10, 000 deaths. Is it appropriate for you to vote for Policy A over Policy B?","Yes","196196","2023-01-22 17:49:13"
"62d7ff5d3dc7c359cb3fa1ab","Environmental Policy A1","impersonal_moral","1","7","1","1","Why?","Policy A has only slightly less chance of success but the consequences of failure are much less than policy B","196196","2023-01-22 17:49:13"
"5ee3f235c53c280e4261bcc3","Coupons","non_moral","7","51","0","0","You have gone to a bookstore to buy $50 worth of books. You  have with you two coupons. One of these coupons gives you 30% off of your purchase price. This coupon expires tomorrow. The other coupon gives you 25% off your purchase price, and this coupon does not expire for another year. Would you use the 30%-off coupon for your present purchase so that you will have another coupon to use during the coming year?","yes","56773","2023-01-22 17:49:23"
"5ee3f235c53c280e4261bcc3","Coupons","non_moral","7","51","1","1","Why?","it means i can make another discounted purchase later on when needed","56773","2023-01-22 17:49:24"
"5f78ed59d3456a4d06411b78","Footbridge","personal_moral","2","22","1","1","Why?","It is absolutely no appropriate because the 'large' stranger is a person, not an object. And said stranger isn't even near the tracks.","128778","2023-01-22 17:49:54"
"5f78ed59d3456a4d06411b78","Footbridge","personal_moral","2","22","0","0","A runaway trolley is heading down the tracks toward five workmen who will  be killed if the trolley proceeds on its present course. You are on a footbridge over the tracks, in between the approaching trolley and the five workmen. Next to you on this footbridge is a stranger who happens to be very large. The only way to save the lives of the five workmen is to push this stranger off the bridge and onto the tracks below where his large body will stop the trolley. The stranger will die if you do this, but the five workmen will be saved. Is it appropriate for you to push the stranger on to the tracks in order to save the five workmen?","No!","128778","2023-01-22 17:49:55"
"637ef49d54038582f78ff288","Sophieâ€™s Choice","personal_moral","4","38","0","0","It is wartime and you and your two children, ages eight and five,  are living in a territory that has been occupied by the enemy. At the enemyâ€™s headquarters is a doctor who performs painful experiments on humans that inevitably lead to death. He intends to perform experiments on one of your children, but he will allow you to choose which of your children will be experimented upon. You have twenty-four hours to bring one of your children to his laboratory. If you refuse to bring one of your children to his laboratory he will find them both and experiment on both of them. Is it appropriate for you to bring one of your children to the laboratory in order to avoid having them both die?","no, neither should be sent. ","133996","2023-01-22 17:50:10"
"637ef49d54038582f78ff288","Sophieâ€™s Choice","personal_moral","4","38","1","1","Why?","for alot of reasons. the child who survived will grow up to think their parent would sacrifice them when/ if they had to.  you'd be responsible for killing a human too","133996","2023-01-22 17:50:11"
"5ee3f235c53c280e4261bcc3","Bomb 2","personal_moral","8","35","0","0","You are negotiating with a powerful and determined terrorist who is about to  set off a bomb in a crowded area. Your one advantage is that you have his teenage son in your custody. There is only one thing that you can do to stop him from detonating his bomb, which will kill thousands of people if detonated. To stop him, you must contact him over the satellite hook-up that he has established and, in front of the camera, break one of his sonâ€™s arms and then threaten to break the other one if he does not give himself up. Is it appropriate for you to break the terroristâ€™s sonâ€™s arm in order to prevent the terrorist from killing thousands of people with his bomb?","yes","65328","2023-01-22 17:50:29"
"5ee3f235c53c280e4261bcc3","Bomb 2","personal_moral","8","35","1","1","Why?","I believe it would be a necessary move to save people, i would not do it happily but i would feel justfied and the boy would heal","65328","2023-01-22 17:50:30"
"5ee3f235c53c280e4261bcc3","Transplant","personal_moral","9","21","1","1","Why?","It is not my place to do this, the man has not consented to this and it would not be right for me to make that decision ","38023","2023-01-22 17:51:07"
"5ee3f235c53c280e4261bcc3","Transplant","personal_moral","9","21","0","0","You are a doctor. You have five patients, each of whom is  about to die due to a failing organ of some kind. You have another patient who is healthy. The only way that you can save the lives of the first five patients is to transplant five of this young manâ€™s organs (against his will) into the bodies of the other five patients. If you do this, the young man will die, but the other five patients will live. Is it appropriate for you to perform this transplant in order to save five of your patients?","No","38023","2023-01-22 17:51:08"
"62d7ff5d3dc7c359cb3fa1ab","Three-for-Seven Fumes","impersonal_moral","2","13","1","1","Why?","Hitting the switch causes a greater number of deaths","171471","2023-01-22 17:52:20"
"62d7ff5d3dc7c359cb3fa1ab","Three-for-Seven Fumes","impersonal_moral","2","13","0","0","You are the late-night watchman in a hospital. Due to an accident in  the building next door, there are deadly fumes rising up through the hospitalâ€™s ventilation system. In a certain room of the hospital are three patients. In another room there are seven patients. If you do nothing the fumes will rise up into the room containing the three patients and cause their deaths. The only way to save these patients is to hit a certain switch, which will cause the fumes to bypass the room containing the three people. As a result of doing this the fumes will enter the room containing the seven patients, causing their deaths. Is it appropriate for you to hit the switch in order to avoid the deaths of the three patients?","No","171471","2023-01-22 17:52:21"
"5ee3f235c53c280e4261bcc3","Smother for dollars","personal_moral","10","26","1","1","Why?","I would not want the money myself, but pragmatically his family would benefit the most from this happening, considering he will die soon anywya","76012","2023-01-22 17:52:23"
"5ee3f235c53c280e4261bcc3","Smother for dollars","personal_moral","10","26","0","0","You are in hospital lounge waiting to visit a sick friend. A young  man sitting next to you explains that his father is very ill. The doctors believe that he has a week to live at most. He explains further that his father has a substantial life insurance policy that expires at midnight. If his father dies before midnight, this young man will receive a very large sum of money. He says that the money would mean a great deal to him and that no good will come from his fatherâ€™s living a few more days. He offers you half a million dollars to go up to his fatherâ€™s room and smother his father with a pillow. Is it appropriate for you to kill this manâ€™s father in order to get money for yourself and this young man?","Yes","76012","2023-01-22 17:52:24"
"5f78ed59d3456a4d06411b78","Hired Rapist","personal_moral","3","29","0","0","You have been dissatisfied with your marriage for several years. It is your  distinct impression that your partner no longer appreciates you. You remember how they appreciated you years ago when you took care of them after they was mugged. You devise the following plan to regain your partnerâ€™s affection. You will hire a person to break into your house while you are away. This person will tie up and sexually assault your partner. You, upon hearing the horrible news, will return swiftly to their side, to take care of them and comfort them, and they will once again appreciate you. Is it appropriate for you to hire a person to sexually assault your partner so that they will appreciate you as you comfort them?","Never, no!","172998","2023-01-22 17:52:47"
"5f78ed59d3456a4d06411b78","Hired Rapist","personal_moral","3","29","1","1","Why?","There are many more ways to comfort your partner, without putting them in a traumatic situation for your own gain. Choosing that path would have major consequences for you partner, and yourself if it was discovered you had set it up.","172998","2023-01-22 17:52:48"
"5ee3f235c53c280e4261bcc3","Illegal Lunch","impersonal_moral","11","19","1","1","Why?","it is breaking the law and it is not right to do so, even if it helps me out ","36928","2023-01-22 17:53:00"
"5ee3f235c53c280e4261bcc3","Illegal Lunch","impersonal_moral","11","19","0","0","You are a lawyer working on a big case. The judge presiding over  the trial happens to be someone you knew from law school. The two of you were rather friendly back then, but now, decades later, it seems that your old friend barely remembers you. Youâ€™re quite sure that if you were to talk to him over lunch, you could jog his memory and he would begin to see you as an old buddy, which would be very good for your work on this case. Itâ€™s illegal for judges and lawyers working on the same case to meet socially. Is it appropriate for you to meet with this judge socially in order to help you win your case?","No","36928","2023-01-22 17:53:01"
"62d7ff5d3dc7c359cb3fa1ab","Generic Brand","non_moral","3","46","0","0","You have a headache. You go to the pharmacy with the intention of  buying a particular name-brand headache medicine. When you get there you discover that the pharmacy is out of the brand you were looking for. The pharmacist, whom youâ€™ve known for a long time and in whom you have a great deal of trust, tells you that he has in stock a generic product which is, in his words, â€œexactly the sameâ€ as the product you had originally intended to buy. Would you purchase the generic brand instead of searching further for the name-brand product you were looking for?","yes","66291","2023-01-22 17:53:11"
"62d7ff5d3dc7c359cb3fa1ab","Generic Brand","non_moral","3","46","1","1","Why?","I would trust the pharmastics advice as name brand products often are just repackaged from generic","66291","2023-01-22 17:53:12"
"5ee3f235c53c280e4261bcc3","Generic Brand","non_moral","12","46","0","0","You have a headache. You go to the pharmacy with the intention of  buying a particular name-brand headache medicine. When you get there you discover that the pharmacy is out of the brand you were looking for. The pharmacist, whom youâ€™ve known for a long time and in whom you have a great deal of trust, tells you that he has in stock a generic product which is, in his words, â€œexactly the sameâ€ as the product you had originally intended to buy. Would you purchase the generic brand instead of searching further for the name-brand product you were looking for?","yes","36734","2023-01-22 17:53:37"
"5ee3f235c53c280e4261bcc3","Generic Brand","non_moral","12","46","1","1","Why?","i would trust his advice and knowledge, but i may also read further into it myself to assess the risks","36734","2023-01-22 17:53:38"
"5f78ed59d3456a4d06411b78","Preventing the Spread 2","personal_moral","4","33","0","0","You are a waiter. You overhear one of your customers say that he  is about to go to jail and that in his last forty-eight hours of freedom he plans to infect as many people as possible with HIV. You know him well enough to know that he is telling the truth and that he has access to many potential victims. You happen to know that he has a very strong allergy to poppy seeds. If he eats even one he will go into convulsions and have to be hospitalized. for at least forty-eight hours. Is it appropriate for you to cause this man to have a serious allergy attack in order to prevent him from spreading HIV?","Yes","87287","2023-01-22 17:54:14"
"5f78ed59d3456a4d06411b78","Preventing the Spread 2","personal_moral","4","33","1","1","Why?","He would only be hospitalised, not die, and in the long run you have potentially saved many people from a serious health condition.","87287","2023-01-22 17:54:15"
"637ef49d54038582f78ff288","Lifeboat 2","personal_moral","5","32","1","1","Why?","because the large mayjority of people do not have to die. more lives with be saved","260944","2023-01-22 17:54:31"
"637ef49d54038582f78ff288","Lifeboat 2","personal_moral","5","32","0","0","You are on a cruise ship when there is a fire on board,  and the ship has to be abandoned. The lifeboats are carrying many more people than they were designed to carry. The lifeboat youâ€™re in is sitting dangerously low in the waterâ€”a few inches lower and it will sink. The seas start to get rough, and the boat begins to fill with water. If nothing is done it will sink before the rescue boats arrive and everyone on board will die. However, there is an injured person who will not survive in any case. If you throw that person overboard the boat will stay afloat and the remaining passengers will be saved. Is it appropriate for you to throw this person overboard in order to save the lives of the remaining passengers?","i believe it would be appropriate. if they are not going to make it in the end anyway, it would only make sense to help the other people who have a chance surive ","260944","2023-01-22 17:54:32"
"5ee3f235c53c280e4261bcc3","Hard Times","personal_moral","13","25","0","0","You are the head of a poor household in a developing country. Your  crops have failed for the second year in a row, and it appears that you have no way to feed your family. Your sons, ages eight and ten, are too young to go off to the city where there jobs, but your daughter could fare better. You know a man from your village who lives in the city and who makes sexually explicit films featuring small children such as your daughter. He tells you that in one year of working in his studio your daughter could earn enough money to keep your family fed for several growing seasons. Is it appropriate for you to employ your daughter in the child pornography industry in order to feed your family?","no ","62149","2023-01-22 17:54:40"
"5ee3f235c53c280e4261bcc3","Hard Times","personal_moral","13","25","1","1","Why?","It is exploitative and no money could justify that, I would do it myself or something similar but would never impose that onto my child ","62149","2023-01-22 17:54:41"
"5ee3f235c53c280e4261bcc3","Food Prep","non_moral","14","59","0","0","You are preparing pasta with fresh vegetables, and you are deciding on the  order in which you will do the various things you need to do. You are in a big hurry. At the moment you have a slight urge to cut vegetables. If you first start the water boiling and then cut the vegetables you will be done in twenty minutes. If you cut the vegetables and then start the water boiling you will be done in forty minutes. Would you cut the vegetables first and then start the water boiling in order to satisfy your slight urge to cut vegetables?","Yes","51163","2023-01-22 17:55:31"
"5ee3f235c53c280e4261bcc3","Food Prep","non_moral","14","59","1","1","Why?","This seems like the best appraoch for the timings ","51163","2023-01-22 17:55:32"
"5f78ed59d3456a4d06411b78","Smother for dollars","personal_moral","5","26","1","1","Why?","Greed is one of the seven deadly sins and never leads to a good outcome. no-one has the right to end someone else's life, and certainly not for their own gain.","119352","2023-01-22 17:56:14"
"5f78ed59d3456a4d06411b78","Smother for dollars","personal_moral","5","26","0","0","You are in hospital lounge waiting to visit a sick friend. A young  man sitting next to you explains that his father is very ill. The doctors believe that he has a week to live at most. He explains further that his father has a substantial life insurance policy that expires at midnight. If his father dies before midnight, this young man will receive a very large sum of money. He says that the money would mean a great deal to him and that no good will come from his fatherâ€™s living a few more days. He offers you half a million dollars to go up to his fatherâ€™s room and smother his father with a pillow. Is it appropriate for you to kill this manâ€™s father in order to get money for yourself and this young man?","No.","119352","2023-01-22 17:56:15"
"5ee3f235c53c280e4261bcc3","Sophieâ€™s Choice","personal_moral","15","38","0","0","It is wartime and you and your two children, ages eight and five,  are living in a territory that has been occupied by the enemy. At the enemyâ€™s headquarters is a doctor who performs painful experiments on humans that inevitably lead to death. He intends to perform experiments on one of your children, but he will allow you to choose which of your children will be experimented upon. You have twenty-four hours to bring one of your children to his laboratory. If you refuse to bring one of your children to his laboratory he will find them both and experiment on both of them. Is it appropriate for you to bring one of your children to the laboratory in order to avoid having them both die?","Yes","47558","2023-01-22 17:56:19"
"5ee3f235c53c280e4261bcc3","Sophieâ€™s Choice","personal_moral","15","38","1","1","Why?","I hope they would understand and it would reduce harm, i would ensure everything i could do after that point to make up for it was done","47558","2023-01-22 17:56:20"
"637ef49d54038582f78ff288","Smother for dollars","personal_moral","6","26","1","1","Why?","if a person is going to die anywa, putting myself at risk of being arrested just to gain some money would be stupid. and the father is still a human being who deserves to die respectfully ","143878","2023-01-22 17:56:56"
"637ef49d54038582f78ff288","Smother for dollars","personal_moral","6","26","0","0","You are in hospital lounge waiting to visit a sick friend. A young  man sitting next to you explains that his father is very ill. The doctors believe that he has a week to live at most. He explains further that his father has a substantial life insurance policy that expires at midnight. If his father dies before midnight, this young man will receive a very large sum of money. He says that the money would mean a great deal to him and that no good will come from his fatherâ€™s living a few more days. He offers you half a million dollars to go up to his fatherâ€™s room and smother his father with a pillow. Is it appropriate for you to kill this manâ€™s father in order to get money for yourself and this young man?","no, it isnt","143878","2023-01-22 17:56:57"
"62d7ff5d3dc7c359cb3fa1ab","Lifeboat 2","personal_moral","4","32","1","1","Why?","One death is better for the group than the whole group to suffer","237809","2023-01-22 17:57:10"
"62d7ff5d3dc7c359cb3fa1ab","Lifeboat 2","personal_moral","4","32","0","0","You are on a cruise ship when there is a fire on board,  and the ship has to be abandoned. The lifeboats are carrying many more people than they were designed to carry. The lifeboat youâ€™re in is sitting dangerously low in the waterâ€”a few inches lower and it will sink. The seas start to get rough, and the boat begins to fill with water. If nothing is done it will sink before the rescue boats arrive and everyone on board will die. However, there is an injured person who will not survive in any case. If you throw that person overboard the boat will stay afloat and the remaining passengers will be saved. Is it appropriate for you to throw this person overboard in order to save the lives of the remaining passengers?","yes","237809","2023-01-22 17:57:11"
"637ef49d54038582f78ff288","Transplant","personal_moral","7","21","1","1","Why?","the healthy man has no oplgation to lay down his life for the other five people. ","67162","2023-01-22 17:58:03"
"637ef49d54038582f78ff288","Transplant","personal_moral","7","21","0","0","You are a doctor. You have five patients, each of whom is  about to die due to a failing organ of some kind. You have another patient who is healthy. The only way that you can save the lives of the first five patients is to transplant five of this young manâ€™s organs (against his will) into the bodies of the other five patients. If you do this, the young man will die, but the other five patients will live. Is it appropriate for you to perform this transplant in order to save five of your patients?","it isnt appropriate.","67162","2023-01-22 17:58:04"
"5f78ed59d3456a4d06411b78","hControl","control","6","2","0","0","Ben sees that an empty runaway boxcar is headed down a track. There  is nobody on the track. There is one person working on a side track. If Ben flips the switch, the boxcar will turn onto the side track and hit the one person. If Ben does not flip the switch, the boxcar will continue on the track, and nobody will be hit. Is flipping the switch the right thing to do?","Definitely not!","111382","2023-01-22 17:58:05"
"5f78ed59d3456a4d06411b78","hControl","control","6","2","1","1","Why?","It isn't the right thing to do because flipping the switch saves no-one anyway, as nobody is hit, but also, if the switch is flipped, someone will die unnecessarily. ","111382","2023-01-22 17:58:06"
"5ee3f235c53c280e4261bcc3","Stock Tip","impersonal_moral","16","18","0","0","You are a management consultant working on a case for a large corporate  client. You have access to confidential information that would be very useful to investors. You have a friend who plays the stock market. You owe this friend a sizable sum of money. By providing her with certain confidential information you could help her make a lot of money, considerably more than you owe her. If you did this, she would insist on canceling your debt. Releasing information in this way is strictly forbidden by federal law. Is it appropriate for you to release this information to your friend so that she will cancel your debt?","Yes","109450","2023-01-22 17:58:09"
"5ee3f235c53c280e4261bcc3","Stock Tip","impersonal_moral","16","18","1","1","Why?","There are no victims here, although illegal i don't believe that it is that bad and would help both parties ","109450","2023-01-22 17:58:10"
"5ee3f235c53c280e4261bcc3","Scheduling","non_moral","17","45","0","0","You are in charge of scheduling appointments in a dentistâ€™s office. Two people,  Mr. Morris and Mrs. Santiago have called to make appointments for next Monday. The only available times for next Monday are at 10:00 AM and at 3:00 PM. Mr. Morrisâ€™s schedule is rather flexible. He can have his appointment either at 10:00 AM or at 3:00 PM. Mrs. Santiagoâ€™s schedule is less flexible. She can only have her appointment at 10:00 AM. Would you schedule Mr. Morris for 3:00 PM so that both he and Mrs. Santiago can have their appointments next Monday?","Yes","40366","2023-01-22 17:58:49"
"5ee3f235c53c280e4261bcc3","Scheduling","non_moral","17","45","1","1","Why?","this would allow them both to be seen and have their dental work done","40366","2023-01-22 17:58:50"
"62d7ff5d3dc7c359cb3fa1ab","Hard Times","personal_moral","5","25","0","0","You are the head of a poor household in a developing country. Your  crops have failed for the second year in a row, and it appears that you have no way to feed your family. Your sons, ages eight and ten, are too young to go off to the city where there jobs, but your daughter could fare better. You know a man from your village who lives in the city and who makes sexually explicit films featuring small children such as your daughter. He tells you that in one year of working in his studio your daughter could earn enough money to keep your family fed for several growing seasons. Is it appropriate for you to employ your daughter in the child pornography industry in order to feed your family?","no","113211","2023-01-22 17:59:06"
"62d7ff5d3dc7c359cb3fa1ab","Hard Times","personal_moral","5","25","1","1","Why?","Children should never be sexually exploited even as a last resort","113211","2023-01-22 17:59:07"
"5f78ed59d3456a4d06411b78","Plant Transport","non_moral","7","44","0","0","You are bringing home a number of plants from a store that is  about two miles from your home. The trunk of your car, which youâ€™ve lined with plastic to catch the mud from the plants, will hold most of the plants youâ€™ve purchased. You could bring all the plants home in one trip, but this would require putting some of the plants in the back seat as well as in the trunk. By putting some of the plants in the back seat you will ruin your fine leather upholstery which would cost thousands of dollars to replace. Would you make two trips home in order to avoid ruining the upholstery of your car?","Yes.","75903","2023-01-22 17:59:22"
"5f78ed59d3456a4d06411b78","Plant Transport","non_moral","7","44","1","1","Why?","The cost of the plants and the fuel to make two trips would be considerably less than paying out thousands for a replacement of upholstery.","75903","2023-01-22 17:59:23"
