"prolific_id","title","cond","item_idx","item_id","q_id","a_id","question","answer","rt","time"
"5f949261b23c792dafe395bc","Scheduling","non_moral","3","45","1","1","Why?","It is logical and no harm is done, since one person is fine with both appointment times.","85107","2022-09-08 21:12:39"
"5f949261b23c792dafe395bc","Scheduling","non_moral","3","45","0","0","You are in charge of scheduling appointments in a dentistâ€™s office. Two people,  Mr. Morris and Mrs. Santiago have called to make appointments for next Monday. The only available times for next Monday are at 10:00 AM and at 3:00 PM. Mr. Morrisâ€™s schedule is rather flexible. He can have his appointment either at 10:00 AM or at 3:00 PM. Mrs. Santiagoâ€™s schedule is less flexible. She can only have her appointment at 10:00 AM. Would you schedule Mr. Morris for 3:00 PM so that both he and Mrs. Santiago can have their appointments next Monday?","Yes","85107","2022-09-08 21:12:40"
"5f949261b23c792dafe395bc","Hired Rapist","personal_moral","4","29","0","0","You have been dissatisfied with your marriage for several years. It is your  distinct impression that your partner no longer appreciates you. You remember how they appreciated you years ago when you took care of them after they was mugged. You devise the following plan to regain your partnerâ€™s affection. You will hire a person to break into your house while you are away. This person will tie up and sexually assault your partner. You, upon hearing the horrible news, will return swiftly to their side, to take care of them and comfort them, and they will once again appreciate you. Is it appropriate for you to hire a person to sexually assault your partner so that they will appreciate you as you comfort them?","No","85685","2022-09-08 21:14:05"
"5f949261b23c792dafe395bc","Hired Rapist","personal_moral","4","29","1","1","Why?","It is crazy; it is letting harm be done to a loved person for selfish purposes","85685","2022-09-08 21:14:06"
"5a3e5fb0b77a5000014a755a","Preventing the Spread 2","personal_moral","1","33","1","1","Why?","Because he risks dying or having serious damage to health","146907","2022-09-08 21:14:44"
"5a3e5fb0b77a5000014a755a","Preventing the Spread 2","personal_moral","1","33","0","0","You are a waiter. You overhear one of your customers say that he  is about to go to jail and that in his last forty-eight hours of freedom he plans to infect as many people as possible with HIV. You know him well enough to know that he is telling the truth and that he has access to many potential victims. You happen to know that he has a very strong allergy to poppy seeds. If he eats even one he will go into convulsions and have to be hospitalized. for at least forty-eight hours. Is it appropriate for you to cause this man to have a serious allergy attack in order to prevent him from spreading HIV?","No","146907","2022-09-08 21:14:45"
"5ea6d7f8f599000683a57743","Vitamins","personal_moral","4","40","0","0","You are the leader of a mountaineering expedition that is stranded in the  wilderness. Your expedition includes a family of six that has a genetically caused vitamin deficiency. A few peopleâ€™s kidneys contain large amounts of this vitamin. There is one such person in your party. The only way to save the lives of the six members of this family is to remove one of this manâ€™s kidneys so that the necessary vitamins may be extracted from it. The man will not die if you do this, but his health will be compromised. The man is opposed to this plan, but you have the power to do as you see fit. Is it appropriate for you to forcibly remove this manâ€™s kidney in order to save the lives of the six vitamin-deficient people?","No","292875","2022-09-08 21:14:52"
"5ea6d7f8f599000683a57743","Vitamins","personal_moral","4","40","1","1","Why?","Forcibly operating a lifechanging surgery without the needed tools to be safe","292875","2022-09-08 21:14:53"
"5f949261b23c792dafe395bc","Preventing the Spread 2","personal_moral","5","33","0","0","You are a waiter. You overhear one of your customers say that he  is about to go to jail and that in his last forty-eight hours of freedom he plans to infect as many people as possible with HIV. You know him well enough to know that he is telling the truth and that he has access to many potential victims. You happen to know that he has a very strong allergy to poppy seeds. If he eats even one he will go into convulsions and have to be hospitalized. for at least forty-eight hours. Is it appropriate for you to cause this man to have a serious allergy attack in order to prevent him from spreading HIV?","No","90958","2022-09-08 21:15:36"
"5f949261b23c792dafe395bc","Preventing the Spread 2","personal_moral","5","33","1","1","Why?","It could cause death of the customer","90958","2022-09-08 21:15:37"
"5ea6d7f8f599000683a57743","hControl","control","5","2","0","0","Ben sees that an empty runaway boxcar is headed down a track. There  is nobody on the track. There is one person working on a side track. If Ben flips the switch, the boxcar will turn onto the side track and hit the one person. If Ben does not flip the switch, the boxcar will continue on the track, and nobody will be hit. Is flipping the switch the right thing to do?","No","96918","2022-09-08 21:16:29"
"5ea6d7f8f599000683a57743","hControl","control","5","2","1","1","Why?","The scenario that no one is harmed is the best","96918","2022-09-08 21:16:30"
"5a3e5fb0b77a5000014a755a","Lifeboat 2","personal_moral","2","32","1","1","Why?",,"147948","2022-09-08 21:17:13"
"5a3e5fb0b77a5000014a755a","Lifeboat 2","personal_moral","2","32","0","0","You are on a cruise ship when there is a fire on board,  and the ship has to be abandoned. The lifeboats are carrying many more people than they were designed to carry. The lifeboat youâ€™re in is sitting dangerously low in the waterâ€”a few inches lower and it will sink. The seas start to get rough, and the boat begins to fill with water. If nothing is done it will sink before the rescue boats arrive and everyone on board will die. However, there is an injured person who will not survive in any case. If you throw that person overboard the boat will stay afloat and the remaining passengers will be saved. Is it appropriate for you to throw this person overboard in order to save the lives of the remaining passengers?","No","147948","2022-09-08 21:17:14"
"5ea6d7f8f599000683a57743","Footbridge","personal_moral","6","22","1","1","Why?","The stranger is not at harms way and has no required training like the workmen may have","65257","2022-09-08 21:17:34"
"5ea6d7f8f599000683a57743","Footbridge","personal_moral","6","22","0","0","A runaway trolley is heading down the tracks toward five workmen who will  be killed if the trolley proceeds on its present course. You are on a footbridge over the tracks, in between the approaching trolley and the five workmen. Next to you on this footbridge is a stranger who happens to be very large. The only way to save the lives of the five workmen is to push this stranger off the bridge and onto the tracks below where his large body will stop the trolley. The stranger will die if you do this, but the five workmen will be saved. Is it appropriate for you to push the stranger on to the tracks in order to save the five workmen?","No ","65257","2022-09-08 21:17:35"
"5f949261b23c792dafe395bc","Footbridge","personal_moral","6","22","1","1","Why?","It does not feel right to interfere, because from a bystander I would become a killer","129239","2022-09-08 21:17:45"
"5f949261b23c792dafe395bc","Footbridge","personal_moral","6","22","0","0","A runaway trolley is heading down the tracks toward five workmen who will  be killed if the trolley proceeds on its present course. You are on a footbridge over the tracks, in between the approaching trolley and the five workmen. Next to you on this footbridge is a stranger who happens to be very large. The only way to save the lives of the five workmen is to push this stranger off the bridge and onto the tracks below where his large body will stop the trolley. The stranger will die if you do this, but the five workmen will be saved. Is it appropriate for you to push the stranger on to the tracks in order to save the five workmen?","No","129239","2022-09-08 21:17:46"
"5f949261b23c792dafe395bc","Food Prep","non_moral","7","59","0","0","You are preparing pasta with fresh vegetables, and you are deciding on the  order in which you will do the various things you need to do. You are in a big hurry. At the moment you have a slight urge to cut vegetables. If you first start the water boiling and then cut the vegetables you will be done in twenty minutes. If you cut the vegetables and then start the water boiling you will be done in forty minutes. Would you cut the vegetables first and then start the water boiling in order to satisfy your slight urge to cut vegetables?","Yes","70123","2022-09-08 21:18:56"
"5f949261b23c792dafe395bc","Food Prep","non_moral","7","59","1","1","Why?","It will be quicker and no harm will be done","70123","2022-09-08 21:18:57"
"5ea6d7f8f599000683a57743","Environmental Policy B2","impersonal_moral","7","17","0","0","You are a member of a government legislature. The legislature is deciding between  two different policies concerning environmental hazards. Policy A has a 90% chance of causing no deaths at all and has a 10% chance of causing 1000 deaths. Policy B has a 88% chance of causing no deaths and a 12% chance of causing 10 deaths. Is it appropriate for you to vote for Policy A over Policy B?","No","85445","2022-09-08 21:19:00"
"5ea6d7f8f599000683a57743","Environmental Policy B2","impersonal_moral","7","17","1","1","Why?","Risking the lives of many more people is a lot worse and not worth the small improvement","85445","2022-09-08 21:19:01"
"5f949261b23c792dafe395bc","Environmental Policy B2","impersonal_moral","8","17","0","0","You are a member of a government legislature. The legislature is deciding between  two different policies concerning environmental hazards. Policy A has a 90% chance of causing no deaths at all and has a 10% chance of causing 1000 deaths. Policy B has a 88% chance of causing no deaths and a 12% chance of causing 10 deaths. Is it appropriate for you to vote for Policy A over Policy B?","No","53433","2022-09-08 21:19:49"
"5f949261b23c792dafe395bc","Environmental Policy B2","impersonal_moral","8","17","1","1","Why?","I should try to minimase the potential deaths of the people","53433","2022-09-08 21:19:50"
"5a3e5fb0b77a5000014a755a","Bomb 2","personal_moral","3","35","1","1","Why?",,"203900","2022-09-08 21:20:37"
"5a3e5fb0b77a5000014a755a","Bomb 2","personal_moral","3","35","0","0","You are negotiating with a powerful and determined terrorist who is about to  set off a bomb in a crowded area. Your one advantage is that you have his teenage son in your custody. There is only one thing that you can do to stop him from detonating his bomb, which will kill thousands of people if detonated. To stop him, you must contact him over the satellite hook-up that he has established and, in front of the camera, break one of his sonâ€™s arms and then threaten to break the other one if he does not give himself up. Is it appropriate for you to break the terroristâ€™s sonâ€™s arm in order to prevent the terrorist from killing thousands of people with his bomb?","Yes","203900","2022-09-08 21:20:38"
"5ea6d7f8f599000683a57743","Ecologists","personal_moral","8","34","0","0","You are part of a group of ecologists who live in a remote  stretch of jungle. The entire group, which includes eight children, has been taken hostage by a group of paramilitary terrorists. One of the terrorists takes a liking to you. He informs you that his leader intends to kill you and the rest of the hostages the following morning. He is willing to help you and the children escape, but as an act of good faith he wants you to kill one of your fellow hostages whom he does not like. If you refuse his offer all the hostages including the children and yourself will die. If you accept his offer then the others will die in the morning but you and the eight children will escape. Is it appropriate for you to kill one of your fellow hostages in order to escape from the terrorists and save the lives of the eight children?"," Yes","115765","2022-09-08 21:20:56"
"5ea6d7f8f599000683a57743","Ecologists","personal_moral","8","34","1","1","Why?","In such an extreme scenario some sacrifices must be made","115765","2022-09-08 21:20:57"
"5f949261b23c792dafe395bc","Computer","non_moral","9","49","1","1","Why?","Seems like a good deal, if the information is true","73070","2022-09-08 21:21:03"
"5f949261b23c792dafe395bc","Computer","non_moral","9","49","0","0","You are looking to buy a new computer. At the moment the computer  that you want costs $1000. A friend who knows the computer industry has told you that this computerâ€™s price will drop to $500 next month. If you wait until next month to buy your new computer you will have to use your old computer for a few weeks longer than you would like to. Nevertheless you will be able to do everything you need to do using your old computer during that time. Would you use your old computer for a few more weeks in order to save $500 on the purchase of a new computer?","Yes","73070","2022-09-08 21:21:04"
"5f949261b23c792dafe395bc","Plane Crash","personal_moral","10","28","0","0","Your plane has crashed in the Himalayas. The only survivors are yourself, another  man, and a young boy. The three of you travel for days, battling extreme cold and wind. Your only chance at survival is to find your way to small a village on the other side of the mountain, several days away. The boy has a broken leg and cannot move very quickly. Hischances of surviving the journey are essentially zero. Without food, you and the other man will probably die as well. The other man suggests that you sacrifice the boy and eat his remains over the next few days. Is it appropriate to kill this boy so that you and the other man may survive your journey to safety?","No","76084","2022-09-08 21:22:19"
"5f949261b23c792dafe395bc","Plane Crash","personal_moral","10","28","1","1","Why?","It feels dehumanizing to kill and eat a human","76084","2022-09-08 21:22:20"
"5a3e5fb0b77a5000014a755a","Hard Times","personal_moral","4","25","0","0","You are the head of a poor household in a developing country. Your  crops have failed for the second year in a row, and it appears that you have no way to feed your family. Your sons, ages eight and ten, are too young to go off to the city where there jobs, but your daughter could fare better. You know a man from your village who lives in the city and who makes sexually explicit films featuring small children such as your daughter. He tells you that in one year of working in his studio your daughter could earn enough money to keep your family fed for several growing seasons. Is it appropriate for you to employ your daughter in the child pornography industry in order to feed your family?","No","186183","2022-09-08 21:23:43"
"5a3e5fb0b77a5000014a755a","Hard Times","personal_moral","4","25","1","1","Why?",,"186183","2022-09-08 21:23:44"
"5ea6d7f8f599000683a57743","Environmental Policy B1","impersonal_moral","9","16","1","1","Why?","Risking the death of ten times more people","173507","2022-09-08 21:23:50"
"5ea6d7f8f599000683a57743","Environmental Policy B1","impersonal_moral","9","16","0","0","You are a member of a government legislature. The legislature is deciding between  two different policies concerning environmental hazards. Policy A has a 90% chance of causing no deaths at all and has a 10% chance of causing 1000 deaths. Policy B has a 92% chance of causing no deaths and an 8% chance of causing 10, 000 deaths. Is it appropriate for you to vote for Policy B over Policy A?","No","173507","2022-09-08 21:23:51"
"5f949261b23c792dafe395bc","Three-for-Seven Fumes","impersonal_moral","11","13","0","0","You are the late-night watchman in a hospital. Due to an accident in  the building next door, there are deadly fumes rising up through the hospitalâ€™s ventilation system. In a certain room of the hospital are three patients. In another room there are seven patients. If you do nothing the fumes will rise up into the room containing the three patients and cause their deaths. The only way to save these patients is to hit a certain switch, which will cause the fumes to bypass the room containing the three people. As a result of doing this the fumes will enter the room containing the seven patients, causing their deaths. Is it appropriate for you to hit the switch in order to avoid the deaths of the three patients?","No","97527","2022-09-08 21:23:57"
"5f949261b23c792dafe395bc","Three-for-Seven Fumes","impersonal_moral","11","13","1","1","Why?","It does not feel logical to partake in an action that would kill more people","97527","2022-09-08 21:23:58"
"5f949261b23c792dafe395bc","sControl","control","12","1","1","1","Why?","He should try to save human lives","45228","2022-09-08 21:24:42"
"5f949261b23c792dafe395bc","sControl","control","12","1","0","0","Adam is driving his motorboat when he notices five swimmers drowning in the  distance. If Adam does not drive toward them at top speed he will not arrive in time, and all five will die. In order to drive at top speed, Adam must accelerate quickly. If Adam accelerates quickly, he will save the five drowning swimmers. If Adam does not accelerate quickly, the five swimmers will drown. Is accelerating quickly the right thing to do?","Yes","45228","2022-09-08 21:24:43"
"5ea6d7f8f599000683a57743","Survey","non_moral","10","50","1","1","Why?","It is a small inconvenience for a significant amount of money","71778","2022-09-08 21:25:02"
"5ea6d7f8f599000683a57743","Survey","non_moral","10","50","0","0"," A representative of a reputable, national survey organization calls you at your  home while you are having a quiet dinner by yourself. The representative explains that if you are willing to spend a half an hour answering questions about a variety of topics her organization will send you a check for $200. Would you interrupt your dinner in order to earn $200?","Yes","71778","2022-09-08 21:25:03"
"5a3e5fb0b77a5000014a755a","Sophieâ€™s Choice","personal_moral","5","38","0","0","It is wartime and you and your two children, ages eight and five,  are living in a territory that has been occupied by the enemy. At the enemyâ€™s headquarters is a doctor who performs painful experiments on humans that inevitably lead to death. He intends to perform experiments on one of your children, but he will allow you to choose which of your children will be experimented upon. You have twenty-four hours to bring one of your children to his laboratory. If you refuse to bring one of your children to his laboratory he will find them both and experiment on both of them. Is it appropriate for you to bring one of your children to the laboratory in order to avoid having them both die?","Absolutely not","140909","2022-09-08 21:26:04"
"5a3e5fb0b77a5000014a755a","Sophieâ€™s Choice","personal_moral","5","38","1","1","Why?",,"140909","2022-09-08 21:26:05"
"5f949261b23c792dafe395bc","Infanticide","personal_moral","13","31","0","0","You are a fifteen year-old girl who has become pregnant. By wearing loose  clothing and deliberately putting on weight you have managed to keep your pregnancy a secret. One day, while at school, your water breaks. You run to the girls locker room and hide for several hours while you deliver the baby. You are sure that you are not prepared to care for this baby. You think to yourself that it would be such a relief to simply clean up the mess youâ€™ve made in the locker room, wrap the baby in some towels, throw the baby in the dumpster behind the school, and act as if nothing had ever happened. Is it appropriate for you to throw your baby in the dumpster in order to move on with your life?","No","92813","2022-09-08 21:26:15"
"5f949261b23c792dafe395bc","Infanticide","personal_moral","13","31","1","1","Why?","Because the baby is already born and alive and it would be quite easy to put it up for adoption","92813","2022-09-08 21:26:16"
"5f949261b23c792dafe395bc","Speedboat","impersonal_moral","14","10","0","0","While on vacation on a remote island, you are fishing from a seaside  dock. You observe a group of tourists board a small boat and set sail for a nearby island. Soon after their departure you hear over the radio that there is a violent storm brewing, a storm that is sure to intercept them. The only way that you can ensure their safety is to warn them by borrowing a nearby speedboat. The speedboat belongs to a miserly tycoon who would not take kindly to your borrowing his property. Is it appropriate for you to borrow the speedboat in order to warn the tourists about the storm?","Yes","67022","2022-09-08 21:27:22"
"5f949261b23c792dafe395bc","Speedboat","impersonal_moral","14","10","1","1","Why?","It would be done in the name of greater good","67022","2022-09-08 21:27:23"
"5a3e5fb0b77a5000014a755a","Errands","non_moral","6","61","1","1","Why?",,"145085","2022-09-08 21:28:30"
"5a3e5fb0b77a5000014a755a","Errands","non_moral","6","61","0","0","You need to go to the bakery in the morning and the furniture  store in the afternoon. You also need to go to the camera shop at some point. You prefer to do most of your errands in the morning, but you very much dislike doing unnecessary driving. The camera shop is near the furniture store and far from the bakery. As a result you will have to do less driving if you go to the camera shop in the afternoon when you go to the furniture store. Is it appropriate for you to go to the camera shop in the morning in order to do most of your errands in the morning?","No","145085","2022-09-08 21:28:31"
"5f949261b23c792dafe395bc","Standard Trolley","impersonal_moral","15","3","1","1","Why?","It is minimising the damage ","77205","2022-09-08 21:28:40"
"5f949261b23c792dafe395bc","Standard Trolley","impersonal_moral","15","3","0","0","You are at the wheel of a runaway trolley quickly approaching a fork  in the tracks. On the tracks extending to the left is a group of fi ve railway workmen. On the tracks extending to the right is a single railway workman. If you do nothing the trolley will proceed to the left, causing the deaths of the five workmen. The only way to avoid the deaths of these workmen is to hit a switch on your dashboard that will cause the trolley to proceed to the right, causing the death of the single workman. Is it appropriate for you to hit the switch in order to avoid the deaths of the five workmen?","Yes","77205","2022-09-08 21:28:41"
"5f949261b23c792dafe395bc","Grandson","personal_moral","16","30","1","1","Why?","He caused death because of anger over a few dollars","52915","2022-09-08 21:29:33"
"5f949261b23c792dafe395bc","Grandson","personal_moral","16","30","0","0","A young boy is visiting his grandmother for the weekend. Usually she gives  him a gift of a few dollars when he arrives, but this time she doesnâ€™t. He asks her why not and she says something about how he doesnâ€™t write her as many letters as he used to. Angered by this, the boy decides to play a trick on her. While his grandmother is busy cooking he removes a handful of pills from the medicine cabinet and puts them in his grandmotherâ€™s teapot. Later that night, she makes her tea, and the dissolved pills make her sick. In the morning she is dead. Was it appropriate for this boy to put pills in his grandmotherâ€™s teapot in order to play a trick on her?","No","52915","2022-09-08 21:29:34"
"5a3e5fb0b77a5000014a755a","Train or Bus","non_moral","7","48","0","0","You need to travel from New York to Boston in order to attend  a meeting that starts at 2:00 PM. You can take either the train or the bus. The train will get you there just in time for your meeting no matter what. The bus is scheduled to arrive an hour before your meeting, but the bus is occasionally several hours late because of traffic. It would be nice to have an extra hour before the meeting, but you cannot afford to be late. Would you take the train instead of the bus in order to ensure your not being late for your meeting?","Yes","103212","2022-09-08 21:30:13"
"5a3e5fb0b77a5000014a755a","Train or Bus","non_moral","7","48","1","1","Why?",,"103212","2022-09-08 21:30:13"
"5f949261b23c792dafe395bc","Plant Transport","non_moral","17","44","0","0","You are bringing home a number of plants from a store that is  about two miles from your home. The trunk of your car, which youâ€™ve lined with plastic to catch the mud from the plants, will hold most of the plants youâ€™ve purchased. You could bring all the plants home in one trip, but this would require putting some of the plants in the back seat as well as in the trunk. By putting some of the plants in the back seat you will ruin your fine leather upholstery which would cost thousands of dollars to replace. Would you make two trips home in order to avoid ruining the upholstery of your car?","Yes","67676","2022-09-08 21:30:42"
"5f949261b23c792dafe395bc","Plant Transport","non_moral","17","44","1","1","Why?","Sounds like the upholstery is more expensive than the plants, plus the store is not far away from home","67676","2022-09-08 21:30:43"
"5f949261b23c792dafe395bc","Standard Turnips","non_moral","18","43","0","0","You are a farm worker driving a turnip-harvesting machine. You are approaching two  diverging paths. By choosing the path on the left you will harvest ten bushels of turnips. By choosing the path on the right you will harvest twenty bushels of turnips. If you do nothing your turnip-harvesting machine will turn to the left. Would you turn your turnip-picking machine to the right in order to harvest twenty bushels of turnips instead of ten?","Yes","50655","2022-09-08 21:31:32"
"5f949261b23c792dafe395bc","Standard Turnips","non_moral","18","43","1","1","Why?","It seems more efficient this way","50655","2022-09-08 21:31:33"
"5ea6d7f8f599000683a57743","Standard Fumes","impersonal_moral","11","4","0","0","You are the late-night watchman in a hospital. Due to an accident in  the building next door, there are deadly fumes rising up through the hospitalâ€™s ventilation system. In a certain room of the hospital are three patients. In another room there is a single patient. If you do nothing the fumes will rise up into the room containing the three patients and cause their deaths. The only way to avoid the deaths of these patients is to hit a certain switch, which will cause the fumes to bypass the room containing the three patients. As a result of doing this the fumes will enter the room containing the single patient, causing his death. Is it appropriate for you to hit the switch in order to avoid the deaths of the three patients?","No","451484","2022-09-08 21:32:34"
"5f949261b23c792dafe395bc","Crying Baby","personal_moral","19","27","0","0","Enemy soldiers have taken over your village. They have orders to kill all  remaining civilians. You and some of your townspeople have sought refuge in the cellar of a large house. Outside you hear the voices of soldiers who have come to search the house for valuables. Your baby begins to cry loudly. You cover his mouth to block the sound. If you remove your hand from his mouth his crying will summon the attention of the soldiers who will kill you, your child, and the others hiding out in the cellar. To save yourself and the others you must smother your child to death. Is it appropriate for you to smother your child in order to save yourself and the other townspeople?","No","126658","2022-09-08 21:33:39"
"5f949261b23c792dafe395bc","Crying Baby","personal_moral","19","27","1","1","Why?","I cannot picture this situation as black and white, maybe there would an option to silence the baby without killing it","126658","2022-09-08 21:33:40"
"5f949261b23c792dafe395bc","hControl","control","20","2","1","1","Why?","It would be causing an unnecessary death","34240","2022-09-08 21:34:13"
"5f949261b23c792dafe395bc","hControl","control","20","2","0","0","Ben sees that an empty runaway boxcar is headed down a track. There  is nobody on the track. There is one person working on a side track. If Ben flips the switch, the boxcar will turn onto the side track and hit the one person. If Ben does not flip the switch, the boxcar will continue on the track, and nobody will be hit. Is flipping the switch the right thing to do?","No","34240","2022-09-08 21:34:14"
"5a3e5fb0b77a5000014a755a","Raffle","non_moral","8","57","0","0","Youâ€™ve decided to buy a raffle ticket to support a local charity. They  are separately raffling off two different cars: Car A and Car B. You have decided to buy one raffle ticket. You are a serious and knowledgeable car enthusiast, and you think that these two cars are equally good. Because there have been a lot of adds for Car B on TV recently, many more people have chosen to buy tickets for the Car B raffle. Since more people have bought tickets for the Car B raffle, your chances of winning are better in the Car A raffle than in the Car B raffle. Would you buy a ticket for the Car B raffle in order to win a car?","No","291105","2022-09-08 21:35:05"
"5a3e5fb0b77a5000014a755a","Raffle","non_moral","8","57","1","1","Why?","I am less likely to win, I prefer to try to actually win car A","291105","2022-09-08 21:35:06"
"5f949261b23c792dafe395bc","Scenic Route","non_moral","21","52","1","1","Why?","Because 15 minutes is not that long ","81296","2022-09-08 21:35:34"
"5f949261b23c792dafe395bc","Scenic Route","non_moral","21","52","0","0","An old friend has invited you to spend the weekend with him at  his summer home some ways up the coast from where you are. You intend to travel there by car, and there are two routes that you can take: the highway and the coastal road. The highway will get you to your friendâ€™s house in about three hours, but the scenery along the highway is very boring. The coastal route will get you to your friendâ€™s house in about three hours and fifteen minutes, and the scenery along the coastal road is breathtakingly beautiful. Would you take the coastal route in order to observe the beautiful scenery as you drive?","Yes","81296","2022-09-08 21:35:35"
"5ea6d7f8f599000683a57743","Crying Baby","personal_moral","12","27","0","0","Enemy soldiers have taken over your village. They have orders to kill all  remaining civilians. You and some of your townspeople have sought refuge in the cellar of a large house. Outside you hear the voices of soldiers who have come to search the house for valuables. Your baby begins to cry loudly. You cover his mouth to block the sound. If you remove your hand from his mouth his crying will summon the attention of the soldiers who will kill you, your child, and the others hiding out in the cellar. To save yourself and the others you must smother your child to death. Is it appropriate for you to smother your child in order to save yourself and the other townspeople?","Yes","295854","2022-09-08 21:37:30"
"5ea6d7f8f599000683a57743","Crying Baby","personal_moral","12","27","1","1","Why?","Endangering others in such an extreme scenario is worse","295854","2022-09-08 21:37:31"
"5a3e5fb0b77a5000014a755a","Generic Brand","non_moral","9","46","1","1","Why?",,"149557","2022-09-08 21:37:34"
"5a3e5fb0b77a5000014a755a","Generic Brand","non_moral","9","46","0","0","You have a headache. You go to the pharmacy with the intention of  buying a particular name-brand headache medicine. When you get there you discover that the pharmacy is out of the brand you were looking for. The pharmacist, whom youâ€™ve known for a long time and in whom you have a great deal of trust, tells you that he has in stock a generic product which is, in his words, â€œexactly the sameâ€ as the product you had originally intended to buy. Would you purchase the generic brand instead of searching further for the name-brand product you were looking for?","Si","149557","2022-09-08 21:37:35"
