"prolific_id","dataset_id","respondent_id","title","cond","source","id_first","item_idx","item_id","q_id","q0","a0","a1","question","answer","choseLeft","rt","time"
"{{%PROLIFIC_PID%}}","6","638070625c26e262f2163254","Shower","non_moral","Human","0","5","121","1","You are planning to attend a luncheon this afternoon, and before you go  you will need to take a shower. You have some yard work that you would like to do before then, and doing this yard will cause you to perspire a fair amount. If you shower before you do your yard work you will have to take another shower before the luncheon. At the present time you could enjoy taking a shower. At the same time, you have a very strong commitment to lowering your water bill and to showering no more than once a day. Would you shower before doing your yard work in order to enjoy a shower now?","no","it would be much more sensible to shower after yard work","Do you agree with the second answer from the blue character (justification)? (#2)","Yes","1","11256","2023-06-19 18:05:53"
"{{%PROLIFIC_PID%}}","6","638070625c26e262f2163254","Shower","non_moral","Human","0","5","121","0","You are planning to attend a luncheon this afternoon, and before you go  you will need to take a shower. You have some yard work that you would like to do before then, and doing this yard will cause you to perspire a fair amount. If you shower before you do your yard work you will have to take another shower before the luncheon. At the present time you could enjoy taking a shower. At the same time, you have a very strong commitment to lowering your water bill and to showering no more than once a day. Would you shower before doing your yard work in order to enjoy a shower now?","no","it would be much more sensible to shower after yard work","Do you agree with the first answer from the blue character (appropriateness)? (#1)","No","1","11256","2023-06-19 18:05:54"
"{{%PROLIFIC_PID%}}","6","8.0","Jogging","non_moral","AI","0","6","133","0","You intend to accomplish two things this afternoon: going for a jog and   doing some paperwork. In general you prefer to get your work done before you exercise. The weather is nice at the moment, but the weather forecast says that in a couple of hours it will start to rain. You very much dislike jogging in the rain, but you don’t care what the weather is like while you do paperwork. Would you do your paperwork now with the intention of jogging in a couple of hours in order to get your work done before you exercise? ","no","  there are a few reasons why this wouldn't make sense. for one, if it's going to rain in a couple of hours, it might be cooler then and more comfortable to jog then. additionally, if i wait to do my paperwork until after i jog, i'll be able to focus on it better because i'll have gotten my exercise out of the way. finally, if i start my paperwork now and then the weather changes and it doesn't end up raining, i would have wasted time doing my paperwork when i could have been jogging.","Do you agree with the first answer from the blue character (appropriateness)? (#1)","Yes","1","17250","2023-06-19 18:06:11"
"{{%PROLIFIC_PID%}}","6","8.0","Jogging","non_moral","AI","0","6","133","1","You intend to accomplish two things this afternoon: going for a jog and   doing some paperwork. In general you prefer to get your work done before you exercise. The weather is nice at the moment, but the weather forecast says that in a couple of hours it will start to rain. You very much dislike jogging in the rain, but you don’t care what the weather is like while you do paperwork. Would you do your paperwork now with the intention of jogging in a couple of hours in order to get your work done before you exercise? ","no","  there are a few reasons why this wouldn't make sense. for one, if it's going to rain in a couple of hours, it might be cooler then and more comfortable to jog then. additionally, if i wait to do my paperwork until after i jog, i'll be able to focus on it better because i'll have gotten my exercise out of the way. finally, if i start my paperwork now and then the weather changes and it doesn't end up raining, i would have wasted time doing my paperwork when i could have been jogging.","Do you agree with the second answer from the blue character (justification)? (#2)","No","1","17250","2023-06-19 18:06:12"
"{{%PROLIFIC_PID%}}","6","5b258c9ba7cee100011d8aad","Transplant","personal_moral","Human","0","7","114","0","You are a doctor. You have five patients, each of whom is  about to die due to a failing organ of some kind. You have another patient who is healthy. The only way that you can save the lives of the first five patients is to transplant five of this young man's organs (against his will) into the bodies of the other five patients. If you do this, the young man will die, but the other five patients will live. Is it appropriate for you to perform this transplant in order to save five of your patients?","no","because i would be involving an innocent man in a situation he has nothing to do with and then killing him.","Do you agree with the first answer from the blue character (appropriateness)? (#1)","Yes","1","12061","2023-06-19 18:06:23"
"{{%PROLIFIC_PID%}}","6","5b258c9ba7cee100011d8aad","Transplant","personal_moral","Human","0","7","114","1","You are a doctor. You have five patients, each of whom is  about to die due to a failing organ of some kind. You have another patient who is healthy. The only way that you can save the lives of the first five patients is to transplant five of this young man's organs (against his will) into the bodies of the other five patients. If you do this, the young man will die, but the other five patients will live. Is it appropriate for you to perform this transplant in order to save five of your patients?","no","because i would be involving an innocent man in a situation he has nothing to do with and then killing him.","Do you agree with the second answer from the blue character (justification)? (#2)","Yes","1","12061","2023-06-19 18:06:24"
"5c2d1ffb1a241f0001870c2f","7","5ee3f235c53c280e4261bcc3","Choosing Classes","non_moral","Human","0","0","368","0","You are beginning your senior year of college. In order to fulfill your  graduation requirements you need to take a history class and a science class by the end of the year. During the fall term, the history class you want to take is scheduled at the same time as the science class you want to take. During the spring term the same history class is offered, but the science class is not. Would you take the history class during the fall term in order to help you fulfill your graduation requirements?","yes","there are other ways for me to explore different academic areas, it is not the end of the world if i cannot take both classes","Do you agree with the first answer from the blue character (appropriateness)? (#1)","Yes","1","54687","2023-06-19 18:16:31"
"5c2d1ffb1a241f0001870c2f","7","5ee3f235c53c280e4261bcc3","Choosing Classes","non_moral","Human","0","0","368","1","You are beginning your senior year of college. In order to fulfill your  graduation requirements you need to take a history class and a science class by the end of the year. During the fall term, the history class you want to take is scheduled at the same time as the science class you want to take. During the spring term the same history class is offered, but the science class is not. Would you take the history class during the fall term in order to help you fulfill your graduation requirements?","yes","there are other ways for me to explore different academic areas, it is not the end of the world if i cannot take both classes","Do you agree with the second answer from the blue character (justification)? (#2)","Yes","0","54687","2023-06-19 18:16:32"
"5c2d1ffb1a241f0001870c2f","7","22.0","Vitamins","personal_moral","AI","0","1","335","0","You are the leader of a mountaineering expedition that is stranded in the   wilderness. Your expedition includes a family of six that has a genetically caused vitamin deficiency. A few people’s kidneys contain large amounts of this vitamin. There is one such person in your party. The only way to save the lives of the six members of this family is to remove one of this man’s kidneys so that the necessary vitamins may be extracted from it. The man will not die if you do this, but his health will be compromised. The man is opposed to this plan, but you have the power to do as you see fit. Is it appropriate for you to forcibly remove this man’s kidney in order to save the lives of the six vitamin-deficient people? ","no","  there are a few reasons why this would not be appropriate. first, it is not clear that the man’s kidney would actually be able to save the lives of the six people. it is possible that the kidney would not contain enough of the necessary vitamins, or that the vitamins would not be able to be extracted from the kidney. second, even if the man’s kidney did contain the necessary vitamins, it is not clear that the six people would be able to survive without other organs being transplanted as well. forcing the man to give up his kidney would likely leave him in a very weak and vulnerable state, and it is possible that he would not be able to survive the transplant surgery. finally, it is important to consider the ethical implications of forcibly removing a person’s organs. this man has not consented to have his kidney removed, and it is not clear that he would be able to give consent if he were in a weakened state. forcing him to undergo surgery against his will is a violation of his autonomy and dignity, and is not an ethically permissible thing to do.","Do you agree with the first answer from the blue character (appropriateness)? (#1)","Yes","0","54877","2023-06-19 18:17:27"
"5c2d1ffb1a241f0001870c2f","7","22.0","Vitamins","personal_moral","AI","0","1","335","1","You are the leader of a mountaineering expedition that is stranded in the   wilderness. Your expedition includes a family of six that has a genetically caused vitamin deficiency. A few people’s kidneys contain large amounts of this vitamin. There is one such person in your party. The only way to save the lives of the six members of this family is to remove one of this man’s kidneys so that the necessary vitamins may be extracted from it. The man will not die if you do this, but his health will be compromised. The man is opposed to this plan, but you have the power to do as you see fit. Is it appropriate for you to forcibly remove this man’s kidney in order to save the lives of the six vitamin-deficient people? ","no","  there are a few reasons why this would not be appropriate. first, it is not clear that the man’s kidney would actually be able to save the lives of the six people. it is possible that the kidney would not contain enough of the necessary vitamins, or that the vitamins would not be able to be extracted from the kidney. second, even if the man’s kidney did contain the necessary vitamins, it is not clear that the six people would be able to survive without other organs being transplanted as well. forcing the man to give up his kidney would likely leave him in a very weak and vulnerable state, and it is possible that he would not be able to survive the transplant surgery. finally, it is important to consider the ethical implications of forcibly removing a person’s organs. this man has not consented to have his kidney removed, and it is not clear that he would be able to give consent if he were in a weakened state. forcing him to undergo surgery against his will is a violation of his autonomy and dignity, and is not an ethically permissible thing to do.","Do you agree with the second answer from the blue character (justification)? (#2)","Yes","1","54877","2023-06-19 18:17:28"
"5f20678a817321134bd74855","8","638070625c26e262f2163254","Ecologists","personal_moral","Human","0","0","381","0","You are part of a group of ecologists who live in a remote  stretch of jungle. The entire group, which includes eight children, has been taken hostage by a group of paramilitary terrorists. One of the terrorists takes a liking to you. He informs you that his leader intends to kill you and the rest of the hostages the following morning. He is willing to help you and the children escape, but as an act of good faith he wants you to kill one of your fellow hostages whom he does not like. If you refuse his offer all the hostages including the children and yourself will die. If you accept his offer then the others will die in the morning but you and the eight children will escape. Is it appropriate for you to kill one of your fellow hostages in order to escape from the terrorists and save the lives of the eight children?","yes","the children have many years of life in front of them","Do you agree with the first answer from the blue character (appropriateness)? (#1)","Yes","0","81098","2023-06-19 18:17:51"
"5f20678a817321134bd74855","8","638070625c26e262f2163254","Ecologists","personal_moral","Human","0","0","381","1","You are part of a group of ecologists who live in a remote  stretch of jungle. The entire group, which includes eight children, has been taken hostage by a group of paramilitary terrorists. One of the terrorists takes a liking to you. He informs you that his leader intends to kill you and the rest of the hostages the following morning. He is willing to help you and the children escape, but as an act of good faith he wants you to kill one of your fellow hostages whom he does not like. If you refuse his offer all the hostages including the children and yourself will die. If you accept his offer then the others will die in the morning but you and the eight children will escape. Is it appropriate for you to kill one of your fellow hostages in order to escape from the terrorists and save the lives of the eight children?","yes","the children have many years of life in front of them","Do you agree with the second answer from the blue character (justification)? (#2)","Yes","1","81098","2023-06-19 18:17:52"
"5c2d1ffb1a241f0001870c2f","7","600976bb815503417c529565","Standard Turnips","non_moral","Human","0","2","366","1","You are a farm worker driving a turnip-harvesting machine. You are approaching two  diverging paths. By choosing the path on the left you will harvest ten bushels of turnips. By choosing the path on the right you will harvest twenty bushels of turnips. If you do nothing your turnip-harvesting machine will turn to the left. Would you turn your turnip-picking machine to the right in order to harvest twenty bushels of turnips instead of ten?","yes","i want to collect more turnips ","Do you agree with the second answer from the blue character (justification)? (#2)","Yes","0","26621","2023-06-19 18:17:53"
"5c2d1ffb1a241f0001870c2f","7","600976bb815503417c529565","Standard Turnips","non_moral","Human","0","2","366","0","You are a farm worker driving a turnip-harvesting machine. You are approaching two  diverging paths. By choosing the path on the left you will harvest ten bushels of turnips. By choosing the path on the right you will harvest twenty bushels of turnips. If you do nothing your turnip-harvesting machine will turn to the left. Would you turn your turnip-picking machine to the right in order to harvest twenty bushels of turnips instead of ten?","yes","i want to collect more turnips ","Do you agree with the first answer from the blue character (appropriateness)? (#1)","Yes","0","26621","2023-06-19 18:17:54"
"5c2d1ffb1a241f0001870c2f","7","21.0","Lawrence of Arabia","personal_moral","AI","0","3","359","0","You are the leader of a small army that consists of warriors from   two tribes, the hill tribe and the river tribe. You belong to neither tribe. During the night a hill tribesman got into an argument with a river tribesman and murdered him. The river tribe will attack the hill tribe unless the murderer is put to death, but the hill tribe refuses to kill one of its own warriors. The only way for you to avoid a war between the two tribes that will costs hundreds of lives is to publicly execute the murderer by cutting off is head with your sword. Is it appropriate for you to cut off this man’s head in order to prevent the two tribes from fighting a war that will cost hundreds of lives? ","yes","  the two tribes are about to go to war because one member of the hill tribe murdered a member of the river tribe. if you don't execute the murderer, then the two tribes will fight a war that will cost hundreds of lives. by executing the murderer, you are preventing the two tribes from going to war and saving hundreds of lives.","Do you agree with the first answer from the blue character (appropriateness)? (#1)","Yes","0","48863","2023-06-19 18:18:43"
"5c2d1ffb1a241f0001870c2f","7","21.0","Lawrence of Arabia","personal_moral","AI","0","3","359","1","You are the leader of a small army that consists of warriors from   two tribes, the hill tribe and the river tribe. You belong to neither tribe. During the night a hill tribesman got into an argument with a river tribesman and murdered him. The river tribe will attack the hill tribe unless the murderer is put to death, but the hill tribe refuses to kill one of its own warriors. The only way for you to avoid a war between the two tribes that will costs hundreds of lives is to publicly execute the murderer by cutting off is head with your sword. Is it appropriate for you to cut off this man’s head in order to prevent the two tribes from fighting a war that will cost hundreds of lives? ","yes","  the two tribes are about to go to war because one member of the hill tribe murdered a member of the river tribe. if you don't execute the murderer, then the two tribes will fight a war that will cost hundreds of lives. by executing the murderer, you are preventing the two tribes from going to war and saving hundreds of lives.","Do you agree with the second answer from the blue character (justification)? (#2)","Yes","1","48863","2023-06-19 18:18:44"
"5c2d1ffb1a241f0001870c2f","7","62fb79e7c968f4fc555d1e2f","Scheduling","non_moral","Human","0","4","369","0","You are in charge of scheduling appointments in a dentist's office. Two people,  Mr. Morris and Mrs. Santiago have called to make appointments for next Monday. The only available times for next Monday are at 10:00 AM and at 3:00 PM. Mr. Morris's schedule is rather flexible. He can have his appointment either at 10:00 AM or at 3:00 PM. Mrs. Santiago's schedule is less flexible. She can only have her appointment at 10:00 AM. Would you schedule Mr. Morris for 3:00 PM so that both he and Mrs. Santiago can have their appointments next Monday?","yes","so that they can both have appointments","Do you agree with the first answer from the blue character (appropriateness)? (#1)","Yes","1","23339","2023-06-19 18:19:06"
"5c2d1ffb1a241f0001870c2f","7","62fb79e7c968f4fc555d1e2f","Scheduling","non_moral","Human","0","4","369","1","You are in charge of scheduling appointments in a dentist's office. Two people,  Mr. Morris and Mrs. Santiago have called to make appointments for next Monday. The only available times for next Monday are at 10:00 AM and at 3:00 PM. Mr. Morris's schedule is rather flexible. He can have his appointment either at 10:00 AM or at 3:00 PM. Mrs. Santiago's schedule is less flexible. She can only have her appointment at 10:00 AM. Would you schedule Mr. Morris for 3:00 PM so that both he and Mrs. Santiago can have their appointments next Monday?","yes","so that they can both have appointments","Do you agree with the second answer from the blue character (justification)? (#2)","Yes","1","23339","2023-06-19 18:19:07"
"5f20678a817321134bd74855","8","60fd310fff5b2600c9d95554","Shower","non_moral","Human","0","1","389","0","You are planning to attend a luncheon this afternoon, and before you go  you will need to take a shower. You have some yard work that you would like to do before then, and doing this yard will cause you to perspire a fair amount. If you shower before you do your yard work you will have to take another shower before the luncheon. At the present time you could enjoy taking a shower. At the same time, you have a very strong commitment to lowering your water bill and to showering no more than once a day. Would you shower before doing your yard work in order to enjoy a shower now?","no","it's pointless to have a shower now when you are going to sweat and will need another. it's just extra time, effort and money wasted.","Do you agree with the first answer from the blue character (appropriateness)? (#1)","Yes","1","85075","2023-06-19 18:19:17"
"5f20678a817321134bd74855","8","60fd310fff5b2600c9d95554","Shower","non_moral","Human","0","1","389","1","You are planning to attend a luncheon this afternoon, and before you go  you will need to take a shower. You have some yard work that you would like to do before then, and doing this yard will cause you to perspire a fair amount. If you shower before you do your yard work you will have to take another shower before the luncheon. At the present time you could enjoy taking a shower. At the same time, you have a very strong commitment to lowering your water bill and to showering no more than once a day. Would you shower before doing your yard work in order to enjoy a shower now?","no","it's pointless to have a shower now when you are going to sweat and will need another. it's just extra time, effort and money wasted.","Do you agree with the second answer from the blue character (justification)? (#2)","Yes","0","85075","2023-06-19 18:19:18"
"5f90869547ff2e159dd64902","14","613480877420e274a0dd9779","Vaccine Policy","impersonal_moral","Human","0","0","656","1","You work for the Bureau of Health, a government agency. You are deciding  whether or not your agency should encourage the use of a certain recently developed vaccine. The vast majority of people who take the vaccine develop an immunity to a certain deadly disease, but a very small number of people who take the vaccine will actually get the disease that the vaccine is designed to prevent. All the available evidence, which is very strong, suggests that the chances of getting the disease due to lack of vaccination are much higher than the chances of getting the disease by taking the vaccine. Is it appropriate for you to direct your agency to encourage the use of this vaccine in order to promote national health?","yes","because the chances of getting it are higher when not taking the vaccine","Do you agree with the second answer from the blue character (justification)? (#2)","Yes","1","31375","2023-06-19 18:19:30"
"5f90869547ff2e159dd64902","14","613480877420e274a0dd9779","Vaccine Policy","impersonal_moral","Human","0","0","656","0","You work for the Bureau of Health, a government agency. You are deciding  whether or not your agency should encourage the use of a certain recently developed vaccine. The vast majority of people who take the vaccine develop an immunity to a certain deadly disease, but a very small number of people who take the vaccine will actually get the disease that the vaccine is designed to prevent. All the available evidence, which is very strong, suggests that the chances of getting the disease due to lack of vaccination are much higher than the chances of getting the disease by taking the vaccine. Is it appropriate for you to direct your agency to encourage the use of this vaccine in order to promote national health?","yes","because the chances of getting it are higher when not taking the vaccine","Do you agree with the first answer from the blue character (appropriateness)? (#1)","Yes","1","31375","2023-06-19 18:19:31"
"59f7a04c05d1d60001f14597","17","14.0","Lost Wallet","impersonal_moral","AI","0","0","819","0","You are walking down the street when you come across a wallet lying   on the ground. You open the wallet and find that it contains several hundred dollars in cash as well the owner’s driver’s license. From the credit cards and other items in the wallet it’s very clear that the wallet’s owner is wealthy. You, on the other hand, have been hit by hard times recently and could really use some extra money. You consider sending the wallet back to the owner without the cash, keeping the cash for yourself. Is it appropriate for you to keep the money you found in the wallet in order to have more money for yourself? ","no","  it is not appropriate to keep the money from the wallet because it belongs to someone else. taking someone else's money without their permission is considered stealing, and is therefore unethical.","Do you agree with the first answer from the blue character (appropriateness)? (#1)","Yes","1","26332","2023-06-19 18:19:42"
"59f7a04c05d1d60001f14597","17","14.0","Lost Wallet","impersonal_moral","AI","0","0","819","1","You are walking down the street when you come across a wallet lying   on the ground. You open the wallet and find that it contains several hundred dollars in cash as well the owner’s driver’s license. From the credit cards and other items in the wallet it’s very clear that the wallet’s owner is wealthy. You, on the other hand, have been hit by hard times recently and could really use some extra money. You consider sending the wallet back to the owner without the cash, keeping the cash for yourself. Is it appropriate for you to keep the money you found in the wallet in order to have more money for yourself? ","no","  it is not appropriate to keep the money from the wallet because it belongs to someone else. taking someone else's money without their permission is considered stealing, and is therefore unethical.","Do you agree with the second answer from the blue character (justification)? (#2)","Yes","0","26332","2023-06-19 18:19:42"
"5c2d1ffb1a241f0001870c2f","7","2.0","Illegal Lunch","impersonal_moral","AI","0","5","330","0","You are a lawyer working on a big case. The judge presiding over   the trial happens to be someone you knew from law school. The two of you were rather friendly back then, but now, decades later, it seems that your old friend barely remembers you. You’re quite sure that if you were to talk to him over lunch, you could jog his memory and he would begin to see you as an old buddy, which would be very good for your work on this case. It’s illegal for judges and lawyers working on the same case to meet socially. Is it appropriate for you to meet with this judge socially in order to help you win your case? ","no","  there are several reasons why this would not be appropriate. first, it would be a violation of the code of judicial conduct, which prohibits judges from socializing with lawyers who are involved in cases before them. second, it could create the appearance of impropriety, even if there was no actual wrongdoing. third, it could give the other side in the case the impression that you are trying to improperly influence the judge. finally, it could simply be seen as bad form and could damage your reputation.","Do you agree with the first answer from the blue character (appropriateness)? (#1)","Yes","1","37007","2023-06-19 18:19:43"
"5c2d1ffb1a241f0001870c2f","7","2.0","Illegal Lunch","impersonal_moral","AI","0","5","330","1","You are a lawyer working on a big case. The judge presiding over   the trial happens to be someone you knew from law school. The two of you were rather friendly back then, but now, decades later, it seems that your old friend barely remembers you. You’re quite sure that if you were to talk to him over lunch, you could jog his memory and he would begin to see you as an old buddy, which would be very good for your work on this case. It’s illegal for judges and lawyers working on the same case to meet socially. Is it appropriate for you to meet with this judge socially in order to help you win your case? ","no","  there are several reasons why this would not be appropriate. first, it would be a violation of the code of judicial conduct, which prohibits judges from socializing with lawyers who are involved in cases before them. second, it could create the appearance of impropriety, even if there was no actual wrongdoing. third, it could give the other side in the case the impression that you are trying to improperly influence the judge. finally, it could simply be seen as bad form and could damage your reputation.","Do you agree with the second answer from the blue character (justification)? (#2)","Yes","0","37007","2023-06-19 18:19:44"
